id	Accession	Gene.name	Protein.description	Protein.IDs	Majority.protein.IDs	Fasta.headers	Number.of.proteins	Peptides	Razor.and.unique.peptides	Unique.peptides	Sequence.coverage.percent	Mol.weight.kDa	Sequence.length	Q.value	Score	Intensity	MS.MS.count	Mock_01	Mock_02	Mock_03	BTX_01	BTX_02	BTX_03	Mock_01.norm	Mock_02.norm	Mock_03.norm	BTX_01.norm	BTX_02.norm	BTX_03.norm	log2FC	p.mod	p.adj.BH	Candidate
99	F1LS89	Ryr2	Ryanodine receptor 2	tr|F1LS89|F1LS89_RAT;sp|B0LPN4|RYR2_RAT;tr|F1LRZ1|F1LRZ1_RAT;tr|V9GZ83|V9GZ83_RAT;tr|A0A0G2K5J1|A0A0G2K5J1_RAT;sp|F1LMY4|RYR1_RAT	tr|F1LS89|F1LS89_RAT;sp|B0LPN4|RYR2_RAT;tr|F1LRZ1|F1LRZ1_RAT	tr|F1LS89|F1LS89_RAT Ryanodine receptor 2 OS=Rattus norvegicus OX=10116 GN=Ryr2 PE=1 SV=3;sp|B0LPN4|RYR2_RAT Ryanodine receptor 2 OS=Rattus norvegicus OX=10116 GN=Ryr2 PE=1 SV=2;tr|F1LRZ1|F1LRZ1_RAT Ryanodine receptor 2 OS=Rattus norvegicus OX=10116 GN=Ryr	6	19	19	19	4.4	561.28	4938	0	146.27	147150000	23	16.0494444361688	15.7632901855787	15.8244367229332	15.8933015308606	15.6666955760251	16.1108706843906	0.00558681881621226	-0.0914020889270348	-0.00639004568472629	0.028954300401088	-0.00667318242559456	0.00895737935843927	-0.0411479377098272	0.33509168140443	0.599103947006009	FALSE
100	B0LT89	Stk24	Serine/threonine-protein kinase 24	sp|B0LT89|STK24_RAT;tr|H9KVF3|H9KVF3_RAT;tr|F1LXV3|F1LXV3_RAT	sp|B0LT89|STK24_RAT;tr|H9KVF3|H9KVF3_RAT	sp|B0LT89|STK24_RAT Serine/threonine-protein kinase 24 OS=Rattus norvegicus OX=10116 GN=Stk24 PE=2 SV=1;tr|H9KVF3|H9KVF3_RAT Serine/threonine-protein kinase 24 OS=Rattus norvegicus OX=10116 GN=Stk24 PE=1 SV=1	3	9	9	6	23.2	47.989	431	0	53.683	99181000	8	15.6314328703366	15.5823184257415	15.6142497276894	15.4918530963297	15.2279543173911	15.6470648696127	-0.0201141648573255	0.119936733394466	0.175733541230157	0.0198164480288682	-0.0531038589009529	-0.0625378532607119	0.123793791300032	0.0787200484661074	0.308707306083636	FALSE
101	B1H267	Snx5	Sorting nexin-5	sp|B1H267|SNX5_RAT	sp|B1H267|SNX5_RAT	sp|B1H267|SNX5_RAT Sorting nexin-5 OS=Rattus norvegicus OX=10116 GN=Snx5 PE=1 SV=1	1	7	7	7	18.1	46.793	404	0	78.017	82272000	8	15.6328248436851	15.2816403000661	15.4186103107569	15.3076633197311	15.2429135725625	15.6507432462559	0.029420166474762	-0.132599034297382	0.0282364822813377	-0.116230970586053	0.00999775425406768	-0.0107171186338705	0.014002649808191	0.825459371094922	0.918907601784914	FALSE
102	B1INP5	botB	Botulinum neurotoxin type B	sp|B1INP5|BXB_CLOBK	sp|B1INP5|BXB_CLOBK	sp|B1INP5|BXB_CLOBK Botulinum neurotoxin type B OS=Clostridium botulinum (strain Okra / Type B1) OX=498213 GN=botB PE=1 SV=1	1	2	2	2	1.5	150.8	1291	0.00061538	12.157	16495000	2	14.3101157046341	13.2008526390861	12.9844540628791	14.9381552828981	14.3894969037164	14.8232677129488	-0.225397084757873	-1.14549480745903	-1.33802787777822	0.582152880399221	0.224472973226264	0.22969923587724	-1.24841495316595	0.00465530088248084	0.0726311591797772	FALSE
103	B1WBW4	Armc10	Armadillo repeat-containing protein 10	sp|B1WBW4|ARM10_RAT	sp|B1WBW4|ARM10_RAT	sp|B1WBW4|ARM10_RAT Armadillo repeat-containing protein 10 OS=Rattus norvegicus OX=10116 GN=Armc10 PE=1 SV=1	1	4	4	4	18	33.421	306	0	76.589	181560000	9	15.8327417031864	15.5415201632917	15.4916026066961	15.6303524554118	15.5038257379958	15.9374427898133	0.0112905720264846	-0.09076562502132	-0.116817675729062	-0.011588288854942	0.0528634657377742	0.0579359709739629	-0.098501292193564	0.0775862487539641	0.308106930147954	FALSE
104	D3ZLU4	Trmu	Mitochondrial tRNA-specific 2-thiouridylase 1	tr|D3ZLU4|D3ZLU4_RAT;sp|B1WC37|MTU1_RAT	tr|D3ZLU4|D3ZLU4_RAT;sp|B1WC37|MTU1_RAT	tr|D3ZLU4|D3ZLU4_RAT Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Rattus norvegicus OX=10116 GN=Trmu PE=1 SV=1;sp|B1WC37|MTU1_RAT Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Rattus norvegicus OX=10116 GN=Trmu PE=2 SV=1	2	3	3	3	8.2	47.298	417	0	35.025	43909000	4	11.9491336422441	11.7275801561677	11.4972530840723	11.6185690395708	11.8122976588124	11.9720823085625	0.0335282311063576	0.00114008787690018	-0.205321478330741	-0.117525984673724	0.267181106576614	-0.00157879025475544	-0.106243163665206	0.380999474251448	0.634806990885922	FALSE
105	B1WC88		UPF0729 protein C18orf32 homolog	sp|B1WC88|CR032_RAT	sp|B1WC88|CR032_RAT	sp|B1WC88|CR032_RAT UPF0729 protein C18orf32 homolog OS=Rattus norvegicus OX=10116 PE=3 SV=1	1	3	3	3	23.6	8.1686	72	0	19.126	82386000	3	15.947705418686	15.6197614632984	15.6613327527952	15.4935740362344	15.2529979826283	15.8309112797428	0.156594868392821	0.0178162558520827	0.0832530512366714	-0.118026127165663	-0.167623708763055	-0.018254958229938	0.187189656546744	0.0146064383155026	0.141110152615265	FALSE
106	B2DD29	Brsk1	Serine/threonine-protein kinase BRSK1	sp|B2DD29|BRSK1_RAT	sp|B2DD29|BRSK1_RAT	sp|B2DD29|BRSK1_RAT Serine/threonine-protein kinase BRSK1 OS=Rattus norvegicus OX=10116 GN=Brsk1 PE=1 SV=1	1	14	14	13	24.2	85.182	778	0	151.1	268890000	16	16.7957606581175	16.5583011215215	16.55818151986	16.6400471848629	16.3557640225472	16.7886418735361	0.0368794035045033	-0.0114147902445509	0.0123311139817875	0.0606763171430559	-0.0326283731638073	-0.028295068756392	0.0126809506729611	0.761886529391418	0.88249061640551	FALSE
107	A0A0H2UHV4	Eif5b	Eukaryotic translation initiation factor 5B	tr|A0A0H2UHV4|A0A0H2UHV4_RAT;tr|M0R7Z0|M0R7Z0_RAT;sp|B2GUV7|IF2P_RAT	tr|A0A0H2UHV4|A0A0H2UHV4_RAT;tr|M0R7Z0|M0R7Z0_RAT;sp|B2GUV7|IF2P_RAT	tr|A0A0H2UHV4|A0A0H2UHV4_RAT Eukaryotic translation initiation factor 5B OS=Rattus norvegicus OX=10116 GN=Eif5b PE=1 SV=1;tr|M0R7Z0|M0R7Z0_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=1;sp|B2GUV7|IF2P_RAT Eukaryotic translation initiat	3	2	2	2	1.6	136.41	1205	0.00061709	12.225	13142000	4	13.4125698468052	13.3240398713672	13.309334237401	13.1882797519641	13.008743739483	13.4639074744129	0.00227990354412211	0.102915270953007	0.112075142874587	-0.0424998044037984	-0.0310573448761953	-0.004438156527728	0.0984218743931459	0.0555569537925608	0.272749146107906	FALSE
108	B2GUZ5	Capza1	F-actin-capping protein subunit alpha-1	sp|B2GUZ5|CAZA1_RAT	sp|B2GUZ5|CAZA1_RAT	sp|B2GUZ5|CAZA1_RAT F-actin-capping protein subunit alpha-1 OS=Rattus norvegicus OX=10116 GN=Capza1 PE=1 SV=1	1	10	10	8	41.6	32.909	286	0	219.34	546650000	17	16.1533739004392	15.8530414621603	15.8890761108548	15.9287959322615	15.737009621053	16.1827628950458	0.046042086772119	-0.0651250086599537	-0.00522485407760048	0.00097450548753486	0.000166666287810813	0.0173753936992057	-0.0142747804799955	0.730462464495401	0.866667118485317	FALSE
109	B2GV06	Oxct1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	sp|B2GV06|SCOT1_RAT	sp|B2GV06|SCOT1_RAT	sp|B2GV06|SCOT1_RAT Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Oxct1 PE=1 SV=1	1	24	24	24	58.3	56.203	520	0	323.31	8972300000	106	19.2291473921519	18.9684868050419	19.0088662665578	19.0745700755667	18.858084228468	19.3539307607935	-0.000174903374794311	-0.0716701476379447	-0.00742518023427757	0.0247581669330765	-0.00074920815681534	0.0665527775872383	-0.056610655870172	0.187665511050439	0.453698716662614	FALSE
110	A0A0G2K266	Ufl1	E3 UFM1-protein ligase 1	tr|A0A0G2K266|A0A0G2K266_RAT;sp|B2GV24|UFL1_RAT	tr|A0A0G2K266|A0A0G2K266_RAT;sp|B2GV24|UFL1_RAT	tr|A0A0G2K266|A0A0G2K266_RAT E3 UFM1-protein ligase 1 OS=Rattus norvegicus OX=10116 GN=Ufl1 PE=1 SV=1;sp|B2GV24|UFL1_RAT E3 UFM1-protein ligase 1 OS=Rattus norvegicus OX=10116 GN=Ufl1 PE=1 SV=1	2	3	3	3	4.7	83.633	739	0	18.926	7165900	3	9.55838244498816	9.32436059092709	9.15883686639633	9.40151954353555	9.33833526873719	9.4992678962322	0.022106530842264	-0.022749980371926	-0.164408199014851	0.0447540162828082	0.172548213493204	-0.0950637055931894	-0.0957633909091122	0.284705648111692	0.549461118332954	FALSE
111	B2GV38	Ubl4a	Ubiquitin-like protein 4A	sp|B2GV38|UBL4A_RAT	sp|B2GV38|UBL4A_RAT	sp|B2GV38|UBL4A_RAT Ubiquitin-like protein 4A OS=Rattus norvegicus OX=10116 GN=Ubl4a PE=2 SV=1	1	3	3	3	22.3	17.79	157	0	19.763	23009000	4	11.727367428902	11.9036559363418	11.5822831386513	11.7120540491042	11.5707570110725	11.7593056627925	-0.115440754570448	0.250013095716275	-0.0474941960864393	0.0487562525248806	0.0984376865019397	-0.141558208359457	0.027147471464008	0.81454916639138	0.911676980270027	FALSE
112	B2GV54	Nceh1	Neutral cholesterol ester hydrolase 1	sp|B2GV54|NCEH1_RAT	sp|B2GV54|NCEH1_RAT	sp|B2GV54|NCEH1_RAT Neutral cholesterol ester hydrolase 1 OS=Rattus norvegicus OX=10116 GN=Nceh1 PE=1 SV=1	1	8	8	8	20.1	45.821	408	0	62.408	202940000	11	15.4215389068483	15.3453359380276	15.3705852486133	15.4449501611758	15.2939026686215	15.6442787924358	-0.16367993406222	-0.0507175600360344	-0.00160274356253259	0.039241707158485	0.0791726866129269	0.00100426384582536	-0.111806298426008	0.072191678240812	0.303571360276083	FALSE
113	B2GV71	Ndufaf5	Arginine-hydroxylase NDUFAF5, mitochondrial	sp|B2GV71|NDUF5_RAT	sp|B2GV71|NDUF5_RAT	sp|B2GV71|NDUF5_RAT Arginine-hydroxylase NDUFAF5, mitochondrial OS=Rattus norvegicus OX=10116 GN=Ndufaf5 PE=2 SV=1	1	6	6	6	20.7	38.229	343	0	44.809	197720000	7	14.6127533350447	14.3612584404646	14.295984117513	14.482555891549	14.4532063184258	14.7988767681333	-0.0248053301129616	-0.0871348818461254	-0.128543698909911	0.0245076132845042	0.186136512170085	0.10326241529619	-0.184796817206592	0.0125678151756997	0.131405257406683	FALSE
114	B2GV87	Ptpre	Receptor-type tyrosine-protein phosphatase epsilon	sp|B2GV87|PTPRE_RAT	sp|B2GV87|PTPRE_RAT	sp|B2GV87|PTPRE_RAT Receptor-type tyrosine-protein phosphatase epsilon OS=Rattus norvegicus OX=10116 GN=Ptpre PE=2 SV=1	1	2	2	2	3.1	80.733	699	0	13.261	2123000	2	10.8238448745617	10.8823373612495	10.9316239677501	10.5749718895325	10.7216973387016	10.9739125707968	-0.170054270234048	0.0776035593005784	0.150755671689026	-0.239416868370125	0.0982870528077326	-0.0780422616784337	0.0924923459987942	0.445990863173752	0.684418862947551	FALSE
115	B2RYG6	Otub1	Ubiquitin thioesterase OTUB1	sp|B2RYG6|OTUB1_RAT	sp|B2RYG6|OTUB1_RAT	sp|B2RYG6|OTUB1_RAT Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus OX=10116 GN=Otub1 PE=1 SV=1	1	12	12	12	43.9	31.27	271	0	132.26	503970000	21	16.2744509559634	16.0636057398332	15.9530596676852	16.1174198949152	15.8696661303983	16.4274929078505	0.0105182118767942	-0.0111616614064563	-0.0978422276666409	0.0329975377218243	-0.0237777547863881	0.105504476084411	-0.0710699787387168	0.201455404961478	0.466550919255877	FALSE
119	D4A601	Taco1	Translational activator of cytochrome c oxidase 1	tr|D4A601|D4A601_RAT;sp|B2RYT9|TACO1_RAT	tr|D4A601|D4A601_RAT;sp|B2RYT9|TACO1_RAT	tr|D4A601|D4A601_RAT Translational activator of cytochrome c oxidase 1 OS=Rattus norvegicus OX=10116 GN=Taco1 PE=1 SV=3;sp|B2RYT9|TACO1_RAT Translational activator of cytochrome c oxidase 1 OS=Rattus norvegicus OX=10116 GN=Taco1 PE=2 SV=1	2	4	4	4	15.9	32.812	295	0	48.447	63831000	6	13.1060557816275	13.0419328818422	13.1732398897352	13.1075767235394	12.8394400179434	13.1952799211862	-0.114060049602582	0.0109823934589312	0.166154907239761	0.0669712792024659	-0.0101869543847902	-0.0828915977233711	0.0297281746672684	0.719624838438338	0.862088638941359	FALSE
120	B2RYU6	Trappc2l	Trafficking protein particle complex subunit 2-like protein	sp|B2RYU6|TPC2L_RAT	sp|B2RYU6|TPC2L_RAT	sp|B2RYU6|TPC2L_RAT Trafficking protein particle complex subunit 2-like protein OS=Rattus norvegicus OX=10116 GN=Trappc2l PE=2 SV=1	1	2	2	2	12.2	16.031	139	0.00060078	11.62	9179600	2	13.1671829046364	12.8348857849425	12.7921192118593	12.7681015990657	13.1403984312084	13.4862065331885	0.0712441636586988	-0.0718876131883608	-0.09078868038371	-0.148326755018884	0.414948549132554	0.332212104531325	-0.230088676186122	0.171195639116491	0.435100301262219	FALSE
121	G3V950	Lyrm1	LYR motif-containing protein 1	tr|G3V950|G3V950_RAT;sp|B2RYU8|LYRM1_RAT	tr|G3V950|G3V950_RAT;sp|B2RYU8|LYRM1_RAT	tr|G3V950|G3V950_RAT LYR motif-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Lyrm1 PE=1 SV=2;sp|B2RYU8|LYRM1_RAT LYR motif-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Lyrm1 PE=2 SV=1	2	2	2	2	17.2	14.224	122	0.00061652	12.216	19248000	2	14.8126285786215	14.58519729526	14.6641694745606	14.6438561897747	14.3512153218556	14.8126787113656	0.0188112454924877	-0.0194546950221497	0.0833829901662677	0.0295492435388169	-0.0721131523715438	-0.0391943094429901	0.0548325863041075	0.268129209815944	0.537385016439368	FALSE
122	B2RYW8	Micos10	MICOS complex subunit Mic10	sp|B2RYW8|MIC10_RAT	sp|B2RYW8|MIC10_RAT	sp|B2RYW8|MIC10_RAT MICOS complex subunit Mic10 OS=Rattus norvegicus OX=10116 GN=Micos10 PE=3 SV=1	1	2	2	2	21.1	8.5498	76	0	12.787	144600000	3	15.1181705430905	14.9091899360423	14.6283316146788	14.9315685693242	14.7736028556147	15.1802976947421	0.00339693502237459	-0.0164183291789343	-0.273411144654598	-0.00369465185083195	0.0293181064484334	0.00746839899445356	-0.106508130801071	0.21658970901231	0.483195407546707	FALSE
123	B2RYW9	Fahd2	Fumarylacetoacetate hydrolase domain-containing protein 2	sp|B2RYW9|FAHD2_RAT	sp|B2RYW9|FAHD2_RAT	sp|B2RYW9|FAHD2_RAT Fumarylacetoacetate hydrolase domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Fahd2 PE=1 SV=1	1	9	9	9	37.4	34.581	313	0	206.5	1294100000	27	17.8933252342516	17.6928878881848	17.597543394957	17.6816776552097	17.6047993326022	17.9160193851478	0.0224155145729641	0.0111435113530423	-0.0603354759868801	-0.00972167757574904	0.104378471825499	-0.0129460222103125	-0.0361624073667704	0.475190345813062	0.705827642239377	FALSE
124	B2RZ37	Reep5	Receptor expression-enhancing protein 5	sp|B2RZ37|REEP5_RAT	sp|B2RZ37|REEP5_RAT	sp|B2RZ37|REEP5_RAT Receptor expression-enhancing protein 5 OS=Rattus norvegicus OX=10116 GN=Reep5 PE=1 SV=1	1	7	7	7	24.9	21.431	189	0	48.116	807570000	15	16.2881270947613	16.1544027998852	16.048806132008	15.9746834567187	15.6506871582752	16.2452927243969	0.0632908461728666	0.11873189414374	0.0370007321542775	-0.0706424049765142	-0.2036602314113	-0.0375992118709848	0.176975106909894	0.0156394771299796	0.147118751993839	FALSE
125	B2RZ78	Vps29	Vacuolar protein sorting-associated protein 29	sp|B2RZ78|VPS29_RAT;tr|A0A0G2JTS3|A0A0G2JTS3_RAT	sp|B2RZ78|VPS29_RAT;tr|A0A0G2JTS3|A0A0G2JTS3_RAT	sp|B2RZ78|VPS29_RAT Vacuolar protein sorting-associated protein 29 OS=Rattus norvegicus OX=10116 GN=Vps29 PE=1 SV=2;tr|A0A0G2JTS3|A0A0G2JTS3_RAT Vacuolar protein sorting-associated protein 29 OS=Rattus norvegicus OX=10116 GN=Vps29 PE=1 SV=1	2	6	6	6	28.6	20.468	182	0	50.907	859560000	12	17.5200661472885	17.2835586574662	17.2997446354814	17.4012461991414	17.2625169892464	17.6649749761879	-0.0304940777872433	-0.0778362247626531	-0.0377847408596214	0.030196360958786	0.0824456230726176	0.0563590634326905	-0.105038696957871	0.0208791926877693	0.174084029206535	FALSE
126	B2RZD7	Lyrm9	LYR motif-containing protein 9	sp|B2RZD7|LYRM9_RAT	sp|B2RZD7|LYRM9_RAT	sp|B2RZD7|LYRM9_RAT LYR motif-containing protein 9 OS=Rattus norvegicus OX=10116 GN=Lyrm9 PE=3 SV=1	1	2	2	2	34.6	9.3787	78	0	18.916	24106000	3	12.1107769085095	11.977458818043	11.9501913499727	11.6949672253478	11.5246886215113	12.0483846965044	0.0591448233505407	0.114992075730878	0.111590113548402	-0.177154472918103	-0.156454604745807	-0.0613030763341466	0.226879722209292	0.00176915897796886	0.0396672672259499	FALSE
127	B3DMA0	Tp53i11	Tumor protein p53-inducible protein 11	sp|B3DMA0|P5I11_RAT	sp|B3DMA0|P5I11_RAT	sp|B3DMA0|P5I11_RAT Tumor protein p53-inducible protein 11 OS=Rattus norvegicus OX=10116 GN=Tp53i11 PE=1 SV=1	1	2	2	2	8.5	20.939	189	0	21.138	19905000	3	12.4440831063672	12.5346919587895	12.3770749323772	12.4224590349179	12.5629578693341	12.6747219242885	-0.165281207681185	0.114492987587981	-0.0192585329364921	-0.00739489223730083	0.324082414187638	0.00730192256065027	-0.131345399180228	0.282537353912525	0.548477021701594	FALSE
128	B3DMA2	Acad11	Acyl-CoA dehydrogenase family member 11	sp|B3DMA2|ACD11_RAT	sp|B3DMA2|ACD11_RAT	sp|B3DMA2|ACD11_RAT Acyl-CoA dehydrogenase family member 11 OS=Rattus norvegicus OX=10116 GN=Acad11 PE=1 SV=1	1	2	2	2	3.6	87.37	779	0.00061671	12.217	5217100	2	10.9952018314972	10.8569701326866	10.9096681137811	10.8665834835923	10.856892344692	11.0505969234953	-0.050201924623644	0.00073171941264244	0.0772952063950279	0.000690114364650829	0.181977447473098	-0.0528625203050236	-0.0339933467828998	0.646395015033765	0.817576210450575	FALSE
129	A0A0G2JUL7	Sept11	Septin 6 (Predicted), isoform CRA_b	tr|A0A0G2JUL7|A0A0G2JUL7_RAT;sp|B3GNI6|SEP11_RAT	tr|A0A0G2JUL7|A0A0G2JUL7_RAT;sp|B3GNI6|SEP11_RAT	tr|A0A0G2JUL7|A0A0G2JUL7_RAT Septin 6 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Sept11 PE=1 SV=1;sp|B3GNI6|SEP11_RAT Septin-11 OS=Rattus norvegicus OX=10116 GN=Sept11 PE=1 SV=1	2	21	11	11	49	49.341	429	0	318.66	913630000	19	16.4209470859066	16.0756671622505	16.0711061700111	16.140110799836	16.0114893491729	16.4212101474091	0.0795127778389156	-0.0766018029702543	-0.0572972893218893	-0.0218131213385304	0.0405439000071125	0.0217201516618799	-0.0316124149278966	0.560535962180423	0.761090670155394	FALSE
130	B4F779	Appl2	DCC-interacting protein 13-beta	sp|B4F779|DP13B_RAT	sp|B4F779|DP13B_RAT	sp|B4F779|DP13B_RAT DCC-interacting protein 13-beta OS=Rattus norvegicus OX=10116 GN=Appl2 PE=2 SV=1	1	3	2	2	4.5	74.116	662	0	28.415	27284000	2	12.8383766788902	12.3189381692012	12.42671028575	12.6893646884373	12.6521055143302	12.8889715053723	0.00265130410691694	-0.327621862735196	-0.19598424029858	0.0331497005471558	0.186868998448868	-0.00480955709052283	-0.245387980277454	0.0392964659741268	0.228509791655687	FALSE
131	B4F795	Slc44a2	Choline transporter-like protein 2	sp|B4F795|CTL2_RAT	sp|B4F795|CTL2_RAT	sp|B4F795|CTL2_RAT Choline transporter-like protein 2 OS=Rattus norvegicus OX=10116 GN=Slc44a2 PE=2 SV=1	1	4	4	4	5.5	79.896	705	0	32.951	64765000	4	14.3625602954496	14.2351167143963	14.1590040719246	14.2285932517829	14.2274655295017	14.5358828527513	-0.0529216356213171	0.00880012617219711	-0.0434470104116593	-0.00737829239490384	0.182472457332646	0.0623452340008215	-0.108335972933114	0.0968140267622998	0.338217692004528	FALSE
132	B4F7A1	Lyrm7	Complex III assembly factor LYRM7	sp|B4F7A1|LYRM7_RAT	sp|B4F7A1|LYRM7_RAT	sp|B4F7A1|LYRM7_RAT Complex III assembly factor LYRM7 OS=Rattus norvegicus OX=10116 GN=Lyrm7 PE=3 SV=1	1	2	2	2	26.9	12.03	104	0	103.24	63299000	3	12.1988747164097	12.0029907718406	12.2169580036322	12.1413408210939	11.6753396107891	12.2974035215405	-0.0213156852174465	-0.0280342869397585	0.2097984507397	0.10066080635988	-0.174361931936222	0.0191574322338406	0.071664057308332	0.477820369784785	0.70858101515661	FALSE
133	B4F7B7	Dusp15	Dual specificity protein phosphatase 15	sp|B4F7B7|DUS15_RAT;tr|M0RD87|M0RD87_RAT	sp|B4F7B7|DUS15_RAT;tr|M0RD87|M0RD87_RAT	sp|B4F7B7|DUS15_RAT Dual specificity protein phosphatase 15 OS=Rattus norvegicus OX=10116 GN=Dusp15 PE=2 SV=1;tr|M0RD87|M0RD87_RAT Dual specificity phosphatase-like 15 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Dusp15 PE=3 SV=1	2	2	2	2	14.4	26.309	236	0.00061181	12.007	4290600	2	9.47061820555103	10.0215352487805	9.5849061443454	9.28701971967815	9.49391547691186	9.90580816836688	-0.352525771191069	0.387556614885323	-0.0252069836619882	-0.356613870170803	0.0412603590716648	0.024608503945281	0.100189622395374	0.636887134510614	0.809959619870311	FALSE
134	A0A0U1RRZ6	Lrrtm4	Leucine-rich repeat transmembrane neuronal protein 4 (Fragment)	tr|A0A0U1RRZ6|A0A0U1RRZ6_RAT;tr|F1LNW2|F1LNW2_RAT;sp|B4F7C5|LRRT4_RAT	tr|A0A0U1RRZ6|A0A0U1RRZ6_RAT;tr|F1LNW2|F1LNW2_RAT;sp|B4F7C5|LRRT4_RAT	tr|A0A0U1RRZ6|A0A0U1RRZ6_RAT Leucine-rich repeat transmembrane neuronal protein 4 (Fragment) OS=Rattus norvegicus OX=10116 GN=Lrrtm4 PE=4 SV=1;tr|F1LNW2|F1LNW2_RAT Leucine-rich repeat transmembrane neuronal protein 4 OS=Rattus norvegicus OX=10116 GN=Lrrtm4	3	1	1	1	5.4	23.213	203	0.0035931	7.1512	8345600	1	12.2542019119738	12.0395017094184	11.9580088836569	12.1908740835297	12.0827478218447	12.2972602107853	0.0064195679422101	-0.0191152917662811	-0.076742611639941	0.122602126391279	0.205454336715057	-0.00857782092581599	-0.136305659214844	0.0656578804619023	0.293128666759413	FALSE
135	B5DEH2	Erlin2	Erlin-2	sp|B5DEH2|ERLN2_RAT;tr|B1WBY7|B1WBY7_RAT	sp|B5DEH2|ERLN2_RAT	sp|B5DEH2|ERLN2_RAT Erlin-2 OS=Rattus norvegicus OX=10116 GN=Erlin2 PE=1 SV=1	2	6	6	6	17.1	37.71	339	0	51.658	83328000	8	16.1542841181609	15.9439112565374	15.8906680307084	16.0183523354662	15.8201789624152	16.2810244371693	-0.0186539073439244	-0.0398614261204733	-0.0692391460617088	0.0249246968546091	0.0177297958123147	0.0500307239850541	-0.0734798987260281	0.0657792472842878	0.293128666759413	FALSE
136	G3V9W4	Xpnpep3	RCG59854, isoform CRA_b	tr|G3V9W4|G3V9W4_RAT;sp|B5DEQ3|XPP3_RAT	tr|G3V9W4|G3V9W4_RAT;sp|B5DEQ3|XPP3_RAT	tr|G3V9W4|G3V9W4_RAT RCG59854, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Xpnpep3 PE=1 SV=1;sp|B5DEQ3|XPP3_RAT Xaa-Pro aminopeptidase 3 OS=Rattus norvegicus OX=10116 GN=Xpnpep3 PE=1 SV=1	2	6	6	6	16.2	56.484	506	0	70.347	92101000	8	15.4332920215961	15.4213087831074	15.3681312792781	15.3456131528127	15.1805308073445	15.5465327764259	-0.104208995492363	0.072973108865825	0.0436611109243573	-0.0123774773826096	0.0135186491579553	-0.0490239283420668	0.02010266028818	0.726378170700317	0.865732301434538	FALSE
137	B5DF41	Snph	Syntaphilin	sp|B5DF41|SNPH_RAT	sp|B5DF41|SNPH_RAT	sp|B5DF41|SNPH_RAT Syntaphilin OS=Rattus norvegicus OX=10116 GN=Snph PE=1 SV=1	1	10	10	8	21.8	54.493	504	0	279.97	259970000	12	17.1636889816879	16.8354089708664	16.8076316401719	16.4840833612956	16.158294103604	16.7208053635157	0.321683659458127	0.182568991483506	0.178657166676871	-0.178411574041071	-0.313222359723843	-0.179255646393578	0.451266465925665	0.000225864285693154	0.0107863018465648	FALSE
138	B5DF51	Mmgt1	Membrane magnesium transporter 1	sp|B5DF51|MMGT1_RAT	sp|B5DF51|MMGT1_RAT	sp|B5DF51|MMGT1_RAT Membrane magnesium transporter 1 OS=Rattus norvegicus OX=10116 GN=Mmgt1 PE=2 SV=1	1	2	2	2	26.7	14.677	131	0	26.487	19763000	2	12.9106239940487	12.8347475532032	12.8478794949544	12.8382781819153	12.6955980543553	13.1617774862899	-0.131329463952233	-0.0180405619509142	0.0189568856881508	-0.0241648891925451	0.0241334552562371	0.0617683406094769	-0.0640500156293886	0.252788995525137	0.522476583940564	FALSE
139	B5DF89	Cul3	Cullin-3	sp|B5DF89|CUL3_RAT;tr|A0A0G2JSP3|A0A0G2JSP3_RAT	sp|B5DF89|CUL3_RAT;tr|A0A0G2JSP3|A0A0G2JSP3_RAT	sp|B5DF89|CUL3_RAT Cullin-3 OS=Rattus norvegicus OX=10116 GN=Cul3 PE=1 SV=2;tr|A0A0G2JSP3|A0A0G2JSP3_RAT Cullin-3 OS=Rattus norvegicus OX=10116 GN=Cul3 PE=1 SV=1	2	10	10	10	13.7	88.931	768	0	62.892	84999000	12	15.8649840887846	15.5519184991597	15.5152686405999	15.7773066923056	15.6006388872343	15.9724189280563	-0.0257687022879158	-0.149668949065949	-0.162453301737897	0.0660642881262531	0.0803749550636481	0.0236104493043099	-0.169313548528658	0.0113202431074766	0.122421823712852	FALSE
