id	Accession	Gene.name	Protein.description	Protein.IDs	Majority.protein.IDs	Fasta.headers	Number.of.proteins	Peptides	Razor.and.unique.peptides	Unique.peptides	Sequence.coverage.percent	Mol.weight.kDa	Sequence.length	Q.value	Score	Intensity	MS.MS.count	Mock_01	Mock_02	Mock_03	BoNT_01	BoNT_02	BoNT_03	Mock_01.norm	Mock_02.norm	Mock_03.norm	BoNT_01.norm	BoNT_02.norm	BoNT_03.norm	log2FC	p.mod	p.adj.BH	Candidate
116	B0BN94	Fam136a	Protein FAM136A	sp|B0BN94|F136A_RAT	sp|B0BN94|F136A_RAT	sp|B0BN94|F136A_RAT Protein FAM136A OS=Rattus norvegicus OX=10116 GN=Fam136a PE=1 SV=1	1	4	4	4	20.3	15.625	138	0	14.638	355870000	5	15.8527001805093	15.8882913847977	16.0196341614421	16.114189683655	16.2553052467649	15.5009974412872	-0.13779729509703	-0.0080638084850429	0.00904517357950024	0.0912777554742835	0.0942978201593512	-0.211335747740763	-0.037018585965148	0.717009046776426	0.999354675409622	FALSE
117	B0BNA5	Cotl1	Coactosin-like protein	sp|B0BNA5|COTL1_RAT	sp|B0BNA5|COTL1_RAT	sp|B0BNA5|COTL1_RAT Coactosin-like protein OS=Rattus norvegicus OX=10116 GN=Cotl1 PE=1 SV=1	1	7	7	7	45.1	15.932	142	0	41.373	1521800000	14	15.9690267021508	15.9993174113888	16.1258775574521	16.222285493303	16.301817678955	15.7122582971106	-0.130105484756171	-0.00567249319452806	0.0066538582889854	0.0907388538217738	0.0321755410489342	-0.108709603217914	-0.0477763037715027	0.522446528609675	0.999354675409622	FALSE
118	B0BNA7	Eif3i	Eukaryotic translation initiation factor 3 subunit I	sp|B0BNA7|EIF3I_RAT;tr|M0RCH0|M0RCH0_RAT	sp|B0BNA7|EIF3I_RAT;tr|M0RCH0|M0RCH0_RAT	sp|B0BNA7|EIF3I_RAT Eukaryotic translation initiation factor 3 subunit I OS=Rattus norvegicus OX=10116 GN=Eif3i PE=2 SV=1;tr|M0RCH0|M0RCH0_RAT Eukaryotic translation initiation factor 3 subunit I OS=Rattus norvegicus OX=10116 GN=EIF3I PE=3 SV=2	2	4	4	4	15.1	36.46	325	0	18.48	28211000	4	14.0148922420744	14.0766486087943	14.1431440205812	14.101811569824	14.3648186236554	13.65832307304	-0.0821379794893221	0.0737606695541651	0.0260222867612321	-0.0276331043140556	0.097278451092541	-0.160542861945257	0.0361808306642823	0.667262835375591	0.999354675409622	FALSE
120	B0BND0	Enpp6	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6	sp|B0BND0|ENPP6_RAT;tr|D3ZRI1|D3ZRI1_RAT	sp|B0BND0|ENPP6_RAT;tr|D3ZRI1|D3ZRI1_RAT	sp|B0BND0|ENPP6_RAT Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 OS=Rattus norvegicus OX=10116 GN=Enpp6 PE=1 SV=1;tr|D3ZRI1|D3ZRI1_RAT Ectonucleotide pyrophosphatase/phosphodiesterase 6 (Predicted), isoform CRA_a OS=Rattus norvegicus OX	2	11	11	11	36.1	50.701	440	0	177.63	734490000	16	16.0164818688604	15.947705418686	16.0871313015405	16.1241011126645	16.2091677531952	15.8678819891062	-0.0374711937393399	-0.0121053615900944	0.0130867266845517	0.0377335974903877	-0.0152952604036782	0.0920932130849198	-0.050340459605504	0.325556482367551	0.999354675409622	FALSE
121	B0BNE5	Esd	S-formylglutathione hydrolase	sp|B0BNE5|ESTD_RAT	sp|B0BNE5|ESTD_RAT	sp|B0BNE5|ESTD_RAT S-formylglutathione hydrolase OS=Rattus norvegicus OX=10116 GN=Esd PE=2 SV=1	1	6	6	6	34	31.363	282	0	231.79	704120000	9	13.8985069176373	13.6244527865167	13.9125151448024	13.8858869916975	13.959096342282	13.6044374011282	0.0306940667846581	-0.149217782012246	0.024610781693568	-0.0143403117294791	-0.0792264595697961	0.0147888368540217	-0.0050449996962555	0.940526461442071	0.999354675409622	FALSE
122	A0A0A0MXU4	Emc2	ER membrane protein complex subunit 2	tr|A0A0A0MXU4|A0A0A0MXU4_RAT;sp|B0BNG0|EMC2_RAT	tr|A0A0A0MXU4|A0A0A0MXU4_RAT;sp|B0BNG0|EMC2_RAT	tr|A0A0A0MXU4|A0A0A0MXU4_RAT ER membrane protein complex subunit 2 OS=Rattus norvegicus OX=10116 GN=Emc2 PE=4 SV=2;sp|B0BNG0|EMC2_RAT ER membrane protein complex subunit 2 OS=Rattus norvegicus OX=10116 GN=Emc2 PE=2 SV=1	2	4	4	4	13.5	34.513	296	0	12.478	93166000	4	15.4880597869605	15.3457863850076	15.5017128092791	15.4689739838331	15.6449546993133	15.2817851707837	0.00986042265025877	-0.0382706969789424	0.00342193271266361	-0.0416398330514175	-0.00375461599598648	0.0817500930519987	-0.0204479952068716	0.694770763194668	0.999354675409622	FALSE
125	B0BNM1	Naxe	NAD(P)H-hydrate epimerase	sp|B0BNM1|NNRE_RAT	sp|B0BNM1|NNRE_RAT	sp|B0BNM1|NNRE_RAT NAD(P)H-hydrate epimerase OS=Rattus norvegicus OX=10116 GN=Naxe PE=2 SV=1	1	4	4	4	16.3	30.89	282	0	91.435	697580000	6	15.0423861332807	14.9421937486073	15.0293303691175	15.1560435628466	15.1965637074177	14.6869381716704	0.012506418570754	0.00645631622100135	-0.0206408578486411	0.0937493955623766	-0.00382595829139154	-0.0647772564610663	-0.00894143462226816	0.873647516102949	0.999354675409622	FALSE
126	B0BNM9	GLTP	Glycolipid transfer protein	sp|B0BNM9|GLTP_RAT	sp|B0BNM9|GLTP_RAT	sp|B0BNM9|GLTP_RAT Glycolipid transfer protein OS=Rattus norvegicus OX=10116 GN=GLTP PE=2 SV=1	1	4	4	4	19.1	23.703	209	0	26.265	299920000	5	15.9953034286508	15.8978690848581	16.0478481459344	16.006676715309	16.2084439485333	15.6024958992687	0.00204476684207056	-0.00124729462691481	0.0344979718694992	-0.0189963990740218	0.0446753357254702	-0.112598475961542	0.0407383277982496	0.477050100764707	0.999354675409622	FALSE
127	B0K020	Cisd1	CDGSH iron-sulfur domain-containing protein 1	sp|B0K020|CISD1_RAT	sp|B0K020|CISD1_RAT	sp|B0K020|CISD1_RAT CDGSH iron-sulfur domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Cisd1 PE=3 SV=1	1	7	7	7	56.5	12.097	108	0	104.4	9363100000	26	17.7679775016039	17.7439271391259	17.9224798760059	17.917418701495	18.0385332362227	17.4109647101291	-0.0837536727678281	-0.013661752922241	0.0506571893779714	0.033273074548955	0.0162921108518508	-0.162602177664192	0.0220929186504294	0.764566420709111	0.999354675409622	FALSE
128	F1LRZ1	Ryr2	Ryanodine receptor 2	tr|F1LRZ1|F1LRZ1_RAT;tr|F1LS89|F1LS89_RAT;sp|B0LPN4|RYR2_RAT;tr|V9GZ83|V9GZ83_RAT;tr|A0A0G2K5J1|A0A0G2K5J1_RAT;sp|F1LMY4|RYR1_RAT	tr|F1LRZ1|F1LRZ1_RAT;tr|F1LS89|F1LS89_RAT;sp|B0LPN4|RYR2_RAT	tr|F1LRZ1|F1LRZ1_RAT Ryanodine receptor 2 OS=Rattus norvegicus OX=10116 GN=Ryr2 PE=1 SV=3;tr|F1LS89|F1LS89_RAT Ryanodine receptor 2 OS=Rattus norvegicus OX=10116 GN=Ryr2 PE=1 SV=3;sp|B0LPN4|RYR2_RAT Ryanodine receptor 2 OS=Rattus norvegicus OX=10116 GN=Ryr	6	32	32	32	9	560.43	4930	0	223.01	528810000	41	16.3171475959687	16.1999598431018	16.2839203258163	16.2903248974313	16.3799198176465	16.0391975245987	0.0386728090231741	0.015627338479907	-0.0146459733854497	-0.0205643420885234	-0.0690649202981071	0.0388870242316576	0.0301321374242014	0.547860789704007	0.999354675409622	FALSE
129	H9KVF3	Stk24	Serine/threonine-protein kinase 24	tr|H9KVF3|H9KVF3_RAT;sp|B0LT89|STK24_RAT;tr|F1LXV3|F1LXV3_RAT	tr|H9KVF3|H9KVF3_RAT;sp|B0LT89|STK24_RAT;tr|F1LXV3|F1LXV3_RAT	tr|H9KVF3|H9KVF3_RAT Serine/threonine-protein kinase 24 OS=Rattus norvegicus OX=10116 GN=Stk24 PE=1 SV=1;sp|B0LT89|STK24_RAT Serine/threonine-protein kinase 24 OS=Rattus norvegicus OX=10116 GN=Stk24 PE=2 SV=1;tr|F1LXV3|F1LXV3_RAT Serine/threonine kinase 26	3	7	7	3	21	46.809	419	0	43.782	197810000	10	15.5686686933805	15.4611276835399	15.5265298043857	15.5265909329413	15.6588530090694	15.2470374187886	0.0528875279116929	0.0394888003947739	-0.00934287333932976	-0.0216046851018196	-0.0274381073985759	0.0094205398982205	0.0408852358564374	0.368687644552137	0.999354675409622	FALSE
130	B1H267	Snx5	Sorting nexin-5	sp|B1H267|SNX5_RAT	sp|B1H267|SNX5_RAT	sp|B1H267|SNX5_RAT Sorting nexin-5 OS=Rattus norvegicus OX=10116 GN=Snx5 PE=1 SV=1	1	11	10	10	29	46.793	404	0	34.618	589820000	15	17.0669720999218	17.0235594515756	17.1304901248449	17.1617223850899	17.1934483572165	16.8399664744655	-0.0465873907749239	0.00414224320252238	-0.00316087810806504	0.0157484418188624	-0.0906210844794106	0.00457127034720289	0.00823178221095959	0.870915545056928	0.999354675409622	FALSE
132	B1WBW4	Armc10	Armadillo repeat-containing protein 10	sp|B1WBW4|ARM10_RAT	sp|B1WBW4|ARM10_RAT	sp|B1WBW4|ARM10_RAT Armadillo repeat-containing protein 10 OS=Rattus norvegicus OX=10116 GN=Armc10 PE=1 SV=1	1	4	4	4	19.9	33.421	306	0	141.06	195840000	7	15.3864351058924	15.2527023862557	15.4703411208181	15.5387951828664	15.5840229402575	15.0518461830993	-0.0137972297643348	-0.0533876670773751	0.0500172729051989	0.106148394635433	0.0132806536017104	-0.0702218659789606	-0.0221249353982314	0.729258873897471	0.999354675409622	FALSE
133	D3ZLU4	Trmu	Mitochondrial tRNA-specific 2-thiouridylase 1	tr|D3ZLU4|D3ZLU4_RAT;sp|B1WC37|MTU1_RAT	tr|D3ZLU4|D3ZLU4_RAT;sp|B1WC37|MTU1_RAT	tr|D3ZLU4|D3ZLU4_RAT Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Rattus norvegicus OX=10116 GN=Trmu PE=1 SV=1;sp|B1WC37|MTU1_RAT Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Rattus norvegicus OX=10116 GN=Trmu PE=2 SV=1	2	6	6	6	19.7	47.298	417	0	12.875	110930000	7	11.6665347036608	11.2227949028681	11.3800822132013	11.5109619192774	11.5442883128501	11.5903063426389	0.240390877024937	-0.109206641444098	-0.0661531256907681	0.052403640067223	-0.052365464784894	0.44232680258155	-0.125777955991269	0.446916938162148	0.999354675409622	FALSE
135	B1WC88		UPF0729 protein C18orf32 homolog	sp|B1WC88|CR032_RAT	sp|B1WC88|CR032_RAT	sp|B1WC88|CR032_RAT UPF0729 protein C18orf32 homolog OS=Rattus norvegicus OX=10116 PE=3 SV=1	1	2	2	2	12.5	8.1686	72	0	3.2182	70231000	3	14.5134191893926	14.4407394230143	14.426461329478	14.5818478602248	14.69756490425	14.5047569295603	-0.0162339609370117	0.00522855500832703	-0.123283333107745	0.01978025732089	-0.00259819707871722	0.253268065809177	-0.13491295502926	0.15212206006712	0.999354675409622	FALSE
136	B2DD29	Brsk1	Serine/threonine-protein kinase BRSK1	sp|B2DD29|BRSK1_RAT	sp|B2DD29|BRSK1_RAT	sp|B2DD29|BRSK1_RAT Serine/threonine-protein kinase BRSK1 OS=Rattus norvegicus OX=10116 GN=Brsk1 PE=1 SV=1	1	12	12	10	21.3	85.182	778	0	177.34	768880000	17	16.8988847595935	16.757858746591	16.9626249324575	16.9864864884531	17.0423861332807	16.5128484633948	0.013246000574653	-0.033637730104205	0.056894661182454	0.068433276860024	-0.0137625767372774	-0.0946260090455526	0.0254860801919026	0.674248281820581	0.999354675409622	FALSE
137	A0A0H2UHV4	Eif5b	Eukaryotic translation initiation factor 5B	tr|A0A0H2UHV4|A0A0H2UHV4_RAT;tr|M0R7Z0|M0R7Z0_RAT;sp|B2GUV7|IF2P_RAT	tr|A0A0H2UHV4|A0A0H2UHV4_RAT;tr|M0R7Z0|M0R7Z0_RAT;sp|B2GUV7|IF2P_RAT	tr|A0A0H2UHV4|A0A0H2UHV4_RAT Eukaryotic translation initiation factor 5B OS=Rattus norvegicus OX=10116 GN=Eif5b PE=1 SV=1;tr|M0R7Z0|M0R7Z0_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=1;sp|B2GUV7|IF2P_RAT Eukaryotic translation initiat	3	2	2	2	1.7	136.41	1205	0	4.3582	21504000	2	11.699702576256	11.1616987696457	11.3701969814897	11.5688586654045	11.6269866144248	11.9767431067343	0.203261225769288	-0.240600298517443	-0.146335881253214	0.0400028623434137	-0.0399646870610847	0.758466042826026	-0.314059724036575	0.227845790168234	0.999354675409622	FALSE
139	B2GUZ5	Capza1	F-actin-capping protein subunit alpha-1	sp|B2GUZ5|CAZA1_RAT	sp|B2GUZ5|CAZA1_RAT	sp|B2GUZ5|CAZA1_RAT F-actin-capping protein subunit alpha-1 OS=Rattus norvegicus OX=10116 GN=Capza1 PE=1 SV=1	1	7	5	5	40.2	32.909	286	0	323.31	379210000	8	16.0264369888843	16.1084836190444	16.1420472097515	16.1803365494583	16.3466176101172	15.7926123861842	-0.109307317081725	0.0668815954019487	-0.0137886084707925	0.012177790917969	0.0403633531519875	-0.0649676332033923	-0.0145959470057109	0.820120068711801	0.999354675409622	FALSE
140	B2GV06	Oxct1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	sp|B2GV06|SCOT1_RAT	sp|B2GV06|SCOT1_RAT	sp|B2GV06|SCOT1_RAT Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Oxct1 PE=1 SV=1	1	20	20	20	55	56.203	520	0	323.31	25979000000	142	19.9718297923886	19.9259455417219	20.0904225988408	20.0580128690489	20.1811959424639	19.6527224563325	-0.042241936401733	0.00601609525521946	0.0562593577942511	0.0115266876842189	-0.00338573732560965	-0.0831849858794159	0.0316925173895147	0.552431562255312	0.999354675409622	FALSE
141	A0A0G2K266	Ufl1	E3 UFM1-protein ligase 1	tr|A0A0G2K266|A0A0G2K266_RAT;sp|B2GV24|UFL1_RAT	tr|A0A0G2K266|A0A0G2K266_RAT;sp|B2GV24|UFL1_RAT	tr|A0A0G2K266|A0A0G2K266_RAT E3 UFM1-protein ligase 1 OS=Rattus norvegicus OX=10116 GN=Ufl1 PE=1 SV=1;sp|B2GV24|UFL1_RAT E3 UFM1-protein ligase 1 OS=Rattus norvegicus OX=10116 GN=Ufl1 PE=1 SV=1	2	2	2	2	3.2	83.633	739	0	3.5122	21011000	2	11.7092992527122	11.7963641381396	11.7818104852955	11.6359901302066	12.0926910819423	11.3243493388161	-0.0272926446624687	0.153914523088645	0.0251270756646918	-0.133016219742291	0.185589233568501	-0.134078271980111	0.0777514040815896	0.47938216852368	0.999354675409622	FALSE
142	B2GV38	Ubl4a	Ubiquitin-like protein 4A	sp|B2GV38|UBL4A_RAT	sp|B2GV38|UBL4A_RAT	sp|B2GV38|UBL4A_RAT Ubiquitin-like protein 4A OS=Rattus norvegicus OX=10116 GN=Ubl4a PE=2 SV=1	1	2	2	2	15.3	17.79	157	0	5.6422	54079000	2	11.2932417189562	11.3596946622063	11.1430004854982	11.4275747475651	11.3481195271937	11.9625345635113	-0.0518566432333343	0.108738582340334	-0.222189388947624	0.0500619328012092	-0.167488785994973	0.895600487900149	-0.314493694849003	0.29482207191307	0.999354675409622	FALSE
143	B2GV54	Nceh1	Neutral cholesterol ester hydrolase 1	sp|B2GV54|NCEH1_RAT	sp|B2GV54|NCEH1_RAT	sp|B2GV54|NCEH1_RAT Neutral cholesterol ester hydrolase 1 OS=Rattus norvegicus OX=10116 GN=Nceh1 PE=1 SV=1	1	7	7	7	22.8	45.821	408	0	173.76	268030000	11	15.6559778624869	15.6367945259405	15.7785391944623	15.7247003597047	16.0192649385408	15.3287800966361	-0.0549573833803129	0.0200015623969248	0.0475124363388256	-0.0186493387368156	0.1378197416744	-0.103990862652666	-0.000874308309826885	0.990811879280997	0.999354675409622	FALSE
144	B2GV71	Ndufaf5	Arginine-hydroxylase NDUFAF5, mitochondrial	sp|B2GV71|NDUF5_RAT	sp|B2GV71|NDUF5_RAT	sp|B2GV71|NDUF5_RAT Arginine-hydroxylase NDUFAF5, mitochondrial OS=Rattus norvegicus OX=10116 GN=Ndufaf5 PE=2 SV=1	1	7	7	7	25.4	38.229	343	0	36.059	334620000	7	14.2348174311173	14.2051059426394	14.2864133693703	14.2210583986974	14.5507467853832	13.8743090088189	-0.0168349974972987	0.0475957963484486	0.0146694284995217	-0.0630084824915587	0.128584405769485	-0.0991791332172557	0.026344479096667	0.71984133406105	0.999354675409622	FALSE
145	B2GV87	Ptpre	Receptor-type tyrosine-protein phosphatase epsilon	sp|B2GV87|PTPRE_RAT	sp|B2GV87|PTPRE_RAT	sp|B2GV87|PTPRE_RAT Receptor-type tyrosine-protein phosphatase epsilon OS=Rattus norvegicus OX=10116 GN=Ptpre PE=2 SV=1	1	4	3	3	6.6	80.733	699	0	12.528	58187000	4	13.9377416200771	13.7776662808808	13.8653466448168	13.7866780338907	13.8475467768525	13.5609298526529	0.0956058174605532	0.0296727605878528	0.00311932994403658	-0.0878722213001976	-0.165098976763164	-0.00304166338514583	0.128136923146983	0.068166032475144	0.999354675409622	FALSE
148	B2RYG6	Otub1	Ubiquitin thioesterase OTUB1	sp|B2RYG6|OTUB1_RAT	sp|B2RYG6|OTUB1_RAT	sp|B2RYG6|OTUB1_RAT Ubiquitin thioesterase OTUB1 OS=Rattus norvegicus OX=10116 GN=Otub1 PE=1 SV=1	1	13	13	13	47.2	31.27	271	0	79.775	2199100000	24	16.3012282369378	16.3534742348958	16.3951993956662	16.3978751418607	16.6057399297183	15.9493251813095	-0.069861458186833	0.0765268220948823	0.00401818828536743	-0.00562900583819093	0.0641402835945227	-0.143600227236658	0.0319241672245811	0.668079890782357	0.999354675409622	FALSE
149	B2RYJ4	Aasdhppt	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	sp|B2RYJ4|ADPPT_RAT	sp|B2RYJ4|ADPPT_RAT	sp|B2RYJ4|ADPPT_RAT L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Rattus norvegicus OX=10116 GN=Aasdhppt PE=2 SV=1	1	2	2	2	7.4	35.816	309	0	3.403	16405000	3	12.4924290574899	12.3610939120252	12.4913270178571	12.3477597632194	12.6176281639392	12.0652814858323	0.0425670328102441	0.00537416966919041	0.021373480921299	-0.134516714034554	-0.0027438117395806	-0.106416252268907	0.104330487147925	0.0843146326132171	0.999354675409622	FALSE
151	A0A0G2K590	Spast	Spastin	tr|A0A0G2K590|A0A0G2K590_RAT;sp|B2RYN7|SPAST_RAT	tr|A0A0G2K590|A0A0G2K590_RAT;sp|B2RYN7|SPAST_RAT	tr|A0A0G2K590|A0A0G2K590_RAT Spastin OS=Rattus norvegicus OX=10116 GN=Spast PE=1 SV=1;sp|B2RYN7|SPAST_RAT Spastin OS=Rattus norvegicus OX=10116 GN=Spast PE=1 SV=1	2	3	3	3	10.8	57.882	529	0	11.445	73796000	3	10.270762520466	9.69282469910046	9.66907992988385	9.8729518511301	9.77590652542155	9.57271917180007	0.457686442306155	-0.0261090967357939	-0.164087660532243	0.0274613203959031	-0.20767950373748	0.0378073802186301	0.136633496053688	0.449536047906332	0.999354675409622	FALSE
152	B2RYT9	Taco1	Translational activator of cytochrome c oxidase 1	sp|B2RYT9|TACO1_RAT;tr|D4A601|D4A601_RAT	sp|B2RYT9|TACO1_RAT;tr|D4A601|D4A601_RAT	sp|B2RYT9|TACO1_RAT Translational activator of cytochrome c oxidase 1 OS=Rattus norvegicus OX=10116 GN=Taco1 PE=2 SV=1;tr|D4A601|D4A601_RAT Translational activator of cytochrome c oxidase 1 OS=Rattus norvegicus OX=10116 GN=Taco1 PE=1 SV=3	2	7	7	7	33.6	32.754	295	0	76.515	297900000	8	15.0469534513067	15.0035618317713	15.1505406375055	15.1864237975389	15.2776869631832	14.8180828195302	-0.0541719328679833	-0.00342127007974297	0.029323741074575	0.0528839607899273	0.00605162800935277	-0.00487827806607416	-0.0274422575354524	0.565799426138377	0.999354675409622	FALSE
153	B2RYU6	Trappc2l	Trafficking protein particle complex subunit 2-like protein	sp|B2RYU6|TPC2L_RAT	sp|B2RYU6|TPC2L_RAT	sp|B2RYU6|TPC2L_RAT Trafficking protein particle complex subunit 2-like protein OS=Rattus norvegicus OX=10116 GN=Trappc2l PE=2 SV=1	1	3	3	3	22.3	16.031	139	0	6.4731	85667000	4	14.180064544467	14.0181132249488	14.1779644947065	14.1968326196736	14.3103997696197	14.0304085037731	0.01811356091578	-0.0496954762787495	-0.00407800110089046	0.00246718354806696	-0.0220611649306081	0.146621806800298	-0.0542292472938723	0.394601533074497	0.999354675409622	FALSE
154	B2RYW9	Fahd2	Fumarylacetoacetate hydrolase domain-containing protein 2	sp|B2RYW9|FAHD2_RAT	sp|B2RYW9|FAHD2_RAT	sp|B2RYW9|FAHD2_RAT Fumarylacetoacetate hydrolase domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Fahd2 PE=1 SV=1	1	7	7	7	31.9	34.581	313	0	142.18	3601800000	22	17.4761133041527	17.5467588392151	17.6483575820097	17.690366348701	17.7642884873098	17.2007453795016	-0.135075340521073	0.029712476865018	0.0170774250797343	0.0467632514529456	-0.0174101083630571	-0.132278978593689	0.00488013230915991	0.947448678236241	0.999354675409622	FALSE
155	B2RZ37	Reep5	Receptor expression-enhancing protein 5	sp|B2RZ37|REEP5_RAT	sp|B2RZ37|REEP5_RAT	sp|B2RZ37|REEP5_RAT Receptor expression-enhancing protein 5 OS=Rattus norvegicus OX=10116 GN=Reep5 PE=1 SV=1	1	6	6	6	16.9	21.431	189	0	25.756	1024400000	12	16.2682495719945	16.2146795977235	16.2320461135706	16.3871085858387	16.536641838386	15.8204033686231	-0.0198874179187428	0.0206848901338986	-0.0761823885988772	0.0665571433511762	0.0779948974735917	-0.189569334711661	-0.0101225408322763	0.906986908560359	0.999354675409622	FALSE
156	B2RZ78	Vps29	Vacuolar protein sorting-associated protein 29	sp|B2RZ78|VPS29_RAT;tr|A0A0G2JTS3|A0A0G2JTS3_RAT	sp|B2RZ78|VPS29_RAT;tr|A0A0G2JTS3|A0A0G2JTS3_RAT	sp|B2RZ78|VPS29_RAT Vacuolar protein sorting-associated protein 29 OS=Rattus norvegicus OX=10116 GN=Vps29 PE=1 SV=2;tr|A0A0G2JTS3|A0A0G2JTS3_RAT Vacuolar protein sorting-associated protein 29 OS=Rattus norvegicus OX=10116 GN=Vps29 PE=1 SV=1	2	7	7	7	44	20.468	182	0	46.177	920910000	11	16.160383566516	16.1278532999913	16.2876943457487	16.3089966547375	16.5057805465575	15.6804694138318	-0.0839249588404891	-0.0223129430415577	0.023294308136015	0.0322736768066531	0.090962070201833	-0.285674824946215	0.0264984947305655	0.808369577938962	0.999354675409622	FALSE
158	B3DMA2	Acad11	Acyl-CoA dehydrogenase family member 11	sp|B3DMA2|ACD11_RAT	sp|B3DMA2|ACD11_RAT	sp|B3DMA2|ACD11_RAT Acyl-CoA dehydrogenase family member 11 OS=Rattus norvegicus OX=10116 GN=Acad11 PE=1 SV=1	1	3	3	3	5.3	87.37	779	0	19.833	31966000	3	11.5528611879268	11.4429953158606	11.9743070290087	11.7742105251667	11.6143417627148	11.2912282678078	-0.00831879638993305	-0.024042386132437	0.393035532435764	0.180616088275744	-0.117348172600985	0.0082125700695222	0.0963979547230376	0.502856635111739	0.999354675409622	FALSE
159	A0A0G2JUL7	Sept11	Septin 6 (Predicted), isoform CRA_b	tr|A0A0G2JUL7|A0A0G2JUL7_RAT;sp|B3GNI6|SEP11_RAT	tr|A0A0G2JUL7|A0A0G2JUL7_RAT;sp|B3GNI6|SEP11_RAT	tr|A0A0G2JUL7|A0A0G2JUL7_RAT Septin 6 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Sept11 PE=1 SV=1;sp|B3GNI6|SEP11_RAT Septin-11 OS=Rattus norvegicus OX=10116 GN=Sept11 PE=1 SV=1	2	15	13	8	46.2	49.341	429	0	323.31	4929800000	32	18.0153061491943	18.011216333817	18.131595753871	18.0889745251192	18.30621303057	17.5481144725752	-0.0649770833184574	0.025075383627899	0.0312210091020829	-0.0237231599677898	0.0554198470581017	-0.254004473359033	0.0712090318934151	0.446357826700415	0.999354675409622	FALSE
160	B4F779	Appl2	DCC-interacting protein 13-beta	sp|B4F779|DP13B_RAT	sp|B4F779|DP13B_RAT	sp|B4F779|DP13B_RAT DCC-interacting protein 13-beta OS=Rattus norvegicus OX=10116 GN=Appl2 PE=2 SV=1	1	4	3	3	8.5	74.116	662	0	56.072	78881000	4	14.9095649908109	14.744991466021	14.8460779861726	14.9062799509144	15.0517187571781	14.7100530400244	0.0320469261924788	-0.0383843162737833	-0.0515315907019939	-0.00365256627825894	0.00369074156058791	0.110699261984472	-0.0562021393500331	0.32657439111416	0.999354675409622	FALSE
161	B4F795	Slc44a2	Choline transporter-like protein 2	sp|B4F795|CTL2_RAT	sp|B4F795|CTL2_RAT	sp|B4F795|CTL2_RAT Choline transporter-like protein 2 OS=Rattus norvegicus OX=10116 GN=Slc44a2 PE=2 SV=1	1	4	4	4	4.7	79.896	705	0	6.4596	137710000	4	15.4817679038947	15.3889926588261	15.388790911512	15.5373700891319	15.6907891844311	15.2154950814845	-0.00599884524435213	-0.00463180798927548	-0.119067349883232	0.017188887418591	0.0325124842929018	0.00589261892394127	-0.0617639979174312	0.255756467373904	0.999354675409622	FALSE
162	B4F7B7	Dusp15	Dual specificity protein phosphatase 15	sp|B4F7B7|DUS15_RAT;tr|M0RD87|M0RD87_RAT	sp|B4F7B7|DUS15_RAT;tr|M0RD87|M0RD87_RAT	sp|B4F7B7|DUS15_RAT Dual specificity protein phosphatase 15 OS=Rattus norvegicus OX=10116 GN=Dusp15 PE=2 SV=1;tr|M0RD87|M0RD87_RAT Dual specificity phosphatase-like 15 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Dusp15 PE=3 SV=1	2	2	2	2	11.4	26.309	236	0	5.3076	45221000	2	13.5700928741881	13.4138923283726	13.5349107681253	13.4819255358607	13.7364019313183	13.3951324383858	0.0295709144522596	-0.0324873490395139	-0.0257027038666824	-0.0910108764494474	0.0253700205833596	0.132774765228471	-0.0319176826054398	0.647612235083071	0.999354675409622	FALSE
163	B4F7C5	Lrrtm4	Leucine-rich repeat transmembrane neuronal protein 4	sp|B4F7C5|LRRT4_RAT;tr|A0A0U1RRZ6|A0A0U1RRZ6_RAT;tr|F1LNW2|F1LNW2_RAT	sp|B4F7C5|LRRT4_RAT;tr|A0A0U1RRZ6|A0A0U1RRZ6_RAT;tr|F1LNW2|F1LNW2_RAT	sp|B4F7C5|LRRT4_RAT Leucine-rich repeat transmembrane neuronal protein 4 OS=Rattus norvegicus OX=10116 GN=Lrrtm4 PE=1 SV=1;tr|A0A0U1RRZ6|A0A0U1RRZ6_RAT Leucine-rich repeat transmembrane neuronal protein 4 (Fragment) OS=Rattus norvegicus OX=10116 GN=Lrrtm4	3	2	2	2	3.6	67.17	590	0	2.3438	25251000	2	14.2493357078364	14.0986900966736	14.0634793483976	14.1003338191265	14.2820748685841	13.9608164771396	0.0984522385101065	0.0419489096709462	-0.107495633184881	-0.0829641027740528	-0.0393185517413364	0.0880972943917874	0.0223636250399244	0.775128356188001	0.999354675409622	FALSE
