Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep35	Razor + unique peptides Prep35	Unique peptides Prep35	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep35	Reporter intensity corrected 2 Prep35	Reporter intensity corrected 3 Prep35	Reporter intensity corrected 4 Prep35	Reporter intensity corrected 5 Prep35	Reporter intensity corrected 6 Prep35	Reporter intensity 1 Prep35	Reporter intensity 2 Prep35	Reporter intensity 3 Prep35	Reporter intensity 4 Prep35	Reporter intensity 5 Prep35	Reporter intensity 6 Prep35	Reporter intensity count 1 Prep35	Reporter intensity count 2 Prep35	Reporter intensity count 3 Prep35	Reporter intensity count 4 Prep35	Reporter intensity count 5 Prep35	Reporter intensity count 6 Prep35	Sequence coverage Prep35 [%]	Intensity	Intensity Prep35	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
REV__tr|F1LQS9|F1LQS9_RAT;REV__sp|Q9ES67|ARHGB_RAT;REV__tr|A0A0G2JZC6|A0A0G2JZC6_RAT	REV__tr|F1LQS9|F1LQS9_RAT;REV__sp|Q9ES67|ARHGB_RAT;REV__tr|A0A0G2JZC6|A0A0G2JZC6_RAT	2;2;2	2;2;2	2;2;2	tr|F1LQS9|F1LQS9_RAT Rho guanine nucleotide exchange factor 11 OS=Rattus norvegicus OX=10116 GN=Arhgef11 PE=1 SV=3;sp|Q9ES67|ARHGB_RAT Rho guanine nucleotide exchange factor 11 OS=Rattus norvegicus OX=10116 GN=Arhgef11 PE=1 SV=1;tr|A0A0G2JZC6|A0A0G2JZC6_RA	3	2	2	2	2	2	2	0	0	0	168.6	1527	1527;1527;1576	7			1								1		0.0017518	10.84	18056	19642	20300	16971	17007	23653	16523	18622	20724	17291	17866	22478	2	2	2	2	2	2	18056	19642	20300	16971	17007	23653	16523	18622	20724	17291	17866	22478	2	2	2	2	2	2	0	51577000	51577000	2		+		24	11176;24690	True;True	11477;25486	15777;34403	21338;46729	21338;46729		
REV__tr|Q68G14|Q68G14_RAT;REV__sp|Q9QY16|DDX25_RAT	REV__tr|Q68G14|Q68G14_RAT;REV__sp|Q9QY16|DDX25_RAT	1;1	1;1	1;1	tr|Q68G14|Q68G14_RAT ATP-dependent RNA helicase DDX25 OS=Rattus norvegicus OX=10116 GN=Ddx25 PE=1 SV=1;sp|Q9QY16|DDX25_RAT ATP-dependent RNA helicase DDX25 OS=Rattus norvegicus OX=10116 GN=Ddx25 PE=1 SV=2	2	1	1	1	1	1	1	0	0	0	54.763	483	483;483	7							1						0.0095484	6.1653	53284	48851	52905	35974	51937	46039	48751	46404	53722	37451	52911	44258	1	1	1	1	1	1	53284	48851	52905	35974	51937	46039	48751	46404	53722	37451	52911	44258	1	1	1	1	1	1	0	61269000	61269000	1		+		25	14973	True	15391	21111	28905	28905	9	37
REV__tr|G3V676|G3V676_RAT;REV__tr|A0A0G2K6R4|A0A0G2K6R4_RAT;REV__sp|Q9QYM0|MRP5_RAT	REV__tr|G3V676|G3V676_RAT;REV__tr|A0A0G2K6R4|A0A0G2K6R4_RAT;REV__sp|Q9QYM0|MRP5_RAT	1;1;1	1;1;1	1;1;1	tr|G3V676|G3V676_RAT Multidrug resistance-associated protein 5 OS=Rattus norvegicus OX=10116 GN=Abcc5 PE=4 SV=3;tr|A0A0G2K6R4|A0A0G2K6R4_RAT Multidrug resistance-associated protein 5 OS=Rattus norvegicus OX=10116 GN=Abcc5 PE=4 SV=1;sp|Q9QYM0|MRP5_RAT Multi	3	1	1	1	1	1	1	0	0	0	160.3	1434	1434;1436;1436	9.25	1											3	0.0068421	6.318	123520	125290	101080	114440	95878	118950	113020	118410	105870	114380	101030	113330	5	5	5	5	5	5	123520	125290	101080	114440	95878	118950	113020	118410	105870	114380	101030	113330	5	5	5	5	5	5	0	2053300000	2053300000	6		+		26	22783	True	23531	31890;31891;31892;31893	43484;43485;43486;43487;43488;43489	43488		
REV__tr|A0A0G2K481|A0A0G2K481_RAT;REV__sp|Q9R095|SPEF2_RAT;REV__tr|A0A0G2JXL6|A0A0G2JXL6_RAT	REV__tr|A0A0G2K481|A0A0G2K481_RAT;REV__sp|Q9R095|SPEF2_RAT;REV__tr|A0A0G2JXL6|A0A0G2JXL6_RAT	1;1;1	1;1;1	1;1;1	tr|A0A0G2K481|A0A0G2K481_RAT Sperm flagellar protein 2 OS=Rattus norvegicus OX=10116 GN=Spef2 PE=1 SV=1;sp|Q9R095|SPEF2_RAT Sperm flagellar protein 2 OS=Rattus norvegicus OX=10116 GN=Spef2 PE=1 SV=2;tr|A0A0G2JXL6|A0A0G2JXL6_RAT Sperm flagellar protein 2 OS	3	1	1	1	1	1	1	0	0	0	201.72	1751	1751;1801;1808	9									1				1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35937000	35937000	1	+	+		27	16708	True	17170	23369	31908	31908	10	417
REV__tr|E9PTS7|E9PTS7_RAT;REV__sp|Q9Z2Y1|TIM_RAT	REV__tr|E9PTS7|E9PTS7_RAT;REV__sp|Q9Z2Y1|TIM_RAT	1;1	1;1	1;1	tr|E9PTS7|E9PTS7_RAT Protein timeless homolog OS=Rattus norvegicus OX=10116 GN=Timeless PE=1 SV=3;sp|Q9Z2Y1|TIM_RAT Protein timeless homolog OS=Rattus norvegicus OX=10116 GN=Timeless PE=1 SV=1	2	1	1	1	1	1	1	0	0	0	138.53	1205	1205;1205	11											1		0.0070866	6.3044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28154000	28154000	1		+		28	22102	True	22838	31032	42347	42347		
REV__tr|A0A0G2JTA4|A0A0G2JTA4_RAT	REV__tr|A0A0G2JTA4|A0A0G2JTA4_RAT	2	2	2	tr|A0A0G2JTA4|A0A0G2JTA4_RAT GTPase, very large interferon-inducible 1 OS=Rattus norvegicus OX=10116 GN=Gvin1 PE=1 SV=1	1	2	2	2	2	2	2	0	0	0	279.07	2417	2417	6					1		1						0.00031172	12.473	4088.9	4125.9	4209.6	2869.7	4086	3576.9	3741.4	3912.7	4291.3	2985.9	4162.8	3439.8	1	1	1	1	1	1	4088.9	4125.9	4209.6	2869.7	4086	3576.9	3741.4	3912.7	4291.3	2985.9	4162.8	3439.8	1	1	1	1	1	1	0	40799000	40799000	2		+		29	14243;14551	True;True	14635;14949	20097;20488	27505;28033	27505;28033		
REV__tr|A0A0G2JTE7|A0A0G2JTE7_RAT;REV__tr|A0A0G2K1F7|A0A0G2K1F7_RAT	REV__tr|A0A0G2JTE7|A0A0G2JTE7_RAT;REV__tr|A0A0G2K1F7|A0A0G2K1F7_RAT	2;2	2;2	2;2	tr|A0A0G2JTE7|A0A0G2JTE7_RAT Myosin XVA OS=Rattus norvegicus OX=10116 GN=Myo15a PE=3 SV=1;tr|A0A0G2K1F7|A0A0G2K1F7_RAT Myosin XVA OS=Rattus norvegicus OX=10116 GN=Myo15a PE=3 SV=1	2	2	2	2	2	2	2	0	0	0	392.77	3490	3490;3508	5.31	2	3	2	1					3			2	0.0011947	11.477	416880	405940	385760	282800	389260	365730	381440	384640	395800	292480	397890	350950	13	13	13	13	13	13	416880	405940	385760	282800	389260	365730	381440	384640	395800	292480	397890	350950	13	13	13	13	13	13	0	10975000000	10975000000	15		+		30	9809;28297	True;True	10068;29229	13902;39470;39471;39472;39473;39474;39475;39476;39477;39478;39479;39480;39481	18771;53535;53536;53537;53538;53539;53540;53541;53542;53543;53544;53545;53546;53547;53548	18771;53542		
REV__tr|A0A0G2JXE4|A0A0G2JXE4_RAT	REV__tr|A0A0G2JXE4|A0A0G2JXE4_RAT	1	1	1	tr|A0A0G2JXE4|A0A0G2JXE4_RAT Family with sequence similarity 214, member A OS=Rattus norvegicus OX=10116 GN=Fam214a PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	119.51	1073	1073	7							1						0.0042953	6.6278	26553	23789	24264	17746	23952	28374	24294	22579	24770	18349	24711	27060	1	1	1	1	1	1	26553	23789	24264	17746	23952	28374	24294	22579	24770	18349	24711	27060	1	1	1	1	1	1	0	17801000	17801000	1		+		31	15139	True	15563	21326	29172	29172		
REV__tr|A0A0G2JZ71|A0A0G2JZ71_RAT	REV__tr|A0A0G2JZ71|A0A0G2JZ71_RAT	1	1	1	tr|A0A0G2JZ71|A0A0G2JZ71_RAT Adenylate kinase 7 OS=Rattus norvegicus OX=10116 GN=Ak7 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	82.44	724	724	8							1		1				0.0033566	7.4501	223800	239300	284590	146240	284120	181300	204800	227460	286160	157190	284660	176420	4	4	4	4	4	4	223800	239300	284590	146240	284120	181300	204800	227460	286160	157190	284660	176420	4	4	4	4	4	4	0	983820000	983820000	4		+		32	18125	True	18673	25382;25383	34650;34651;34652;34653	34650		
REV__tr|F1LUA1|F1LUA1_RAT;REV__tr|A0A0G2K051|A0A0G2K051_RAT	REV__tr|F1LUA1|F1LUA1_RAT;REV__tr|A0A0G2K051|A0A0G2K051_RAT	1;1	1;1	1;1	tr|F1LUA1|F1LUA1_RAT Early endosome antigen 1 OS=Rattus norvegicus OX=10116 GN=Eea1 PE=1 SV=1;tr|A0A0G2K051|A0A0G2K051_RAT Early endosome antigen 1 OS=Rattus norvegicus OX=10116 GN=Eea1 PE=1 SV=1	2	1	1	1	1	1	1	0	0	0	161.1	1411	1411;1449	7							1						0.008567	6.216	13594	12125	13080	11154	11723	14323	12437	11519	13327	11360	12219	13650	1	1	1	1	1	1	13594	12125	13080	11154	11723	14323	12437	11519	13327	11360	12219	13650	1	1	1	1	1	1	0	24772000	24772000	1		+		33	23815	True	24585	33156	45063	45063		
REV__tr|A0A0G2K3A9|A0A0G2K3A9_RAT;REV__tr|D3ZTE7|D3ZTE7_RAT	REV__tr|A0A0G2K3A9|A0A0G2K3A9_RAT;REV__tr|D3ZTE7|D3ZTE7_RAT	2;2	2;2	2;2	tr|A0A0G2K3A9|A0A0G2K3A9_RAT ADAM metallopeptidase with thrombospondin type 1 motif, 2 OS=Rattus norvegicus OX=10116 GN=Adamts2 PE=4 SV=1;tr|D3ZTE7|D3ZTE7_RAT ADAM metallopeptidase with thrombospondin type 1 motif, 2 OS=Rattus norvegicus OX=10116 GN=Adamts	2	2	2	2	2	2	2	0	0	0	116.17	1029	1029;1170	8.5							1			1			0.0026186	10.72	11036	13514	18204	6047.6	19639	10667	10100	12867	18101	6978.1	19430	10458	1	1	1	1	1	1	11036	13514	18204	6047.6	19639	10667	10100	12867	18101	6978.1	19430	10458	1	1	1	1	1	1	0	77800000	77800000	2		+		34	2509;13399	True;True	2555;13771	3510;19017	4779;26043	4779;26043		
REV__tr|A0A0G2K3P7|A0A0G2K3P7_RAT	REV__tr|A0A0G2K3P7|A0A0G2K3P7_RAT	2	2	2	tr|A0A0G2K3P7|A0A0G2K3P7_RAT Phospholipid-transporting ATPase OS=Rattus norvegicus OX=10116 GN=Atp11b PE=1 SV=1	1	2	2	2	2	2	2	0	0	0	127.23	1126	1126	7.5						1			1				0.00061996	12.304	21298	18282	15777	15392	16401	21336	19485	17315	16396	15559	17133	20305	1	1	1	1	1	1	21298	18282	15777	15392	16401	21336	19485	17315	16396	15559	17133	20305	1	1	1	1	1	1	0	43641000	43641000	2		+		35	21532;26991	True;True	22259;27879	30279;37705	41366;51138	41366;51138		
REV__tr|A0A0G2QC54|A0A0G2QC54_RAT;REV__tr|D3ZQZ6|D3ZQZ6_RAT	REV__tr|A0A0G2QC54|A0A0G2QC54_RAT;REV__tr|D3ZQZ6|D3ZQZ6_RAT	1;1	1;1	1;1	tr|A0A0G2QC54|A0A0G2QC54_RAT RCG48530 OS=Rattus norvegicus OX=10116 GN=Tpd52l3 PE=1 SV=1;tr|D3ZQZ6|D3ZQZ6_RAT TPD52-like 3 OS=Rattus norvegicus OX=10116 GN=Tpd52l3 PE=1 SV=2	2	1	1	1	1	1	1	0	0	0	24.81	231	231;243	3			1										0.0078288	6.2512	20883	17484	18661	12722	17970	19508	19105	16616	18978	13234	18449	18645	1	1	1	1	1	1	20883	17484	18661	12722	17970	19508	19105	16616	18978	13234	18449	18645	1	1	1	1	1	1	0	25648000	25648000	1		+		36	4197	True	4281	5921	8074	8074		
REV__tr|A5I1N1|A5I1N1_CLOBH	REV__tr|A5I1N1|A5I1N1_CLOBH	1	1	1	tr|A5I1N1|A5I1N1_CLOBH Uncharacterized protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1399 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	38.715	334	334	9									1				0.0055673	6.3943	10938	9123.8	10060	6623.9	8870.7	10674	10006	8675.7	10203	6900.8	9160.2	10176	1	1	1	1	1	1	10938	9123.8	10060	6623.9	8870.7	10674	10006	8675.7	10203	6900.8	9160.2	10176	1	1	1	1	1	1	0	11119000	11119000	1		+		37	3775	True	3853	5321	7235	7235		
REV__tr|A5I1W1|A5I1W1_CLOBH	REV__tr|A5I1W1|A5I1W1_CLOBH	2	2	2	tr|A5I1W1|A5I1W1_CLOBH Molybdenum ABC transporter, substrate-binding lipoprotein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=modA PE=4 SV=1	1	2	2	2	2	2	2	0	0	0	30.291	271	271	5.67				1	1			1					0.0020408	10.817	77018	67521	55003	50664	57290	86560	70463	63890	57397	51435	60148	82129	3	3	3	3	3	3	77018	67521	55003	50664	57290	86560	70463	63890	57397	51435	60148	82129	3	3	3	3	3	3	0	134680000	134680000	3		+		38	4228;4677	True;True	4313;4779	5973;6689;6690	8152;9126;9127	8152;9126		
REV__tr|A5I5F5|A5I5F5_CLOBH	REV__tr|A5I5F5|A5I5F5_CLOBH	1	1	1	tr|A5I5F5|A5I5F5_CLOBH Putative 3-deoxy-manno-octulosonate cytidylyltransferase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO2721 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	29.704	251	251	5.75			1	2	1	1	1	1	1				0.0092951	6.1755	162450	145080	115960	112640	117190	185840	148620	137220	121310	113850	123750	176170	9	9	9	9	9	9	162450	145080	115960	112640	117190	185840	148620	137220	121310	113850	123750	176170	9	9	9	9	9	9	0	1470300000	1470300000	11		+		39	6325	True	6473	8897;8898;8899;8900;8901;8902;8903;8904	12048;12049;12050;12051;12052;12053;12054;12055;12056;12057;12058	12056		
REV__tr|A5I5J4|A5I5J4_CLOBH	REV__tr|A5I5J4|A5I5J4_CLOBH	2	2	2	tr|A5I5J4|A5I5J4_CLOBH Pyruvate-flavodoxin oxidoreductase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=nifJ2 PE=3 SV=1	1	2	2	2	2	2	2	0	0	0	130.84	1192	1192	8								2					0.0031958	10.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26161000	26161000	2		+		40	1555;6633	True;True	1578;6786	2203;9287	3030;12521	3030;12521		
REV__tr|B0BN58|B0BN58_RAT	REV__tr|B0BN58|B0BN58_RAT	1	1	1	tr|B0BN58|B0BN58_RAT tRNA pseudouridine synthase OS=Rattus norvegicus OX=10116 GN=Pus3 PE=2 SV=1	1	1	1	1	1	1	1	0	0	0	54.936	479	479	2		1											0.0040595	6.8136	6221.1	6962.4	1948.6	1963.2	5177.1	4287.3	5693	6521.5	2382.7	2034.2	5191.7	4130.5	1	1	1	1	1	1	6221.1	6962.4	1948.6	1963.2	5177.1	4287.3	5693	6521.5	2382.7	2034.2	5191.7	4130.5	1	1	1	1	1	1	0	17884000	17884000	1		+		41	28357	True	29291	39561	53663	53663		
REV__tr|B2GV00|B2GV00_RAT	REV__tr|B2GV00|B2GV00_RAT	1	1	1	tr|B2GV00|B2GV00_RAT DNA damage-induced apoptosis suppressor OS=Rattus norvegicus OX=10116 GN=Ddias PE=2 SV=1	1	1	1	1	1	1	1	0	0	0	98.871	883	883	7							1						0.0045638	6.6276	2211.7	2463.1	1980	2687.5	1779	3217.3	2023.9	2326.4	2081.3	2656.9	1936.1	3043.3	1	1	1	1	1	1	2211.7	2463.1	1980	2687.5	1779	3217.3	2023.9	2326.4	2081.3	2656.9	1936.1	3043.3	1	1	1	1	1	1	0	139110000	139110000	1		+		42	12797	True	13156	18097	24648	24648		
REV__tr|D3ZA19|D3ZA19_RAT	REV__tr|D3ZA19|D3ZA19_RAT	1	1	1	tr|D3ZA19|D3ZA19_RAT Spermidine/spermine N1-acetyl transferase-like 1 OS=Rattus norvegicus OX=10116 GN=Satl1 PE=1 SV=2	1	1	1	1	1	1	1	0	0	0	84.819	758	758	10										2			0.0048232	6.5667	54685	38747	49280	32002	35097	45294	50022	36995	49549	33243	36610	43112	2	2	2	2	2	2	54685	38747	49280	32002	35097	45294	50022	36995	49549	33243	36610	43112	2	2	2	2	2	2	0	293640000	293640000	2		+		43	26897	True	27783	37586;37587	50988;50989	50989		
REV__tr|D3ZB56|D3ZB56_RAT	REV__tr|D3ZB56|D3ZB56_RAT	2	2	2	tr|D3ZB56|D3ZB56_RAT Coiled-coil domain-containing 66 OS=Rattus norvegicus OX=10116 GN=Ccdc66 PE=4 SV=3	1	2	2	2	2	2	2	0	0	0	91.85	803	803	3		1		1									0.00089686	11.503	35727	41640	39257	26199	27728	48709	32695	39406	40226	27140	29432	46095	2	2	2	2	2	2	35727	41640	39257	26199	27728	48709	32695	39406	40226	27140	29432	46095	2	2	2	2	2	2	0	94196000	94196000	2		+		44	2228;6486	True;True	2274;6637	3165;9118	4356;12322	4356;12322		
REV__tr|D3ZEG0|D3ZEG0_RAT	REV__tr|D3ZEG0|D3ZEG0_RAT	1	1	1	tr|D3ZEG0|D3ZEG0_RAT H1 histone family, member O, oocyte-specific OS=Rattus norvegicus OX=10116 GN=H1foo PE=3 SV=1	1	1	1	1	1	1	1	0	0	0	35.127	332	332	2		1											1	-2	1859.3	1895.9	1584.9	1539.8	1634.1	2154.2	1701.3	1792.6	1650.1	1556.8	1708.3	2049.5	1	1	1	1	1	1	1859.3	1895.9	1584.9	1539.8	1634.1	2154.2	1701.3	1792.6	1650.1	1556.8	1708.3	2049.5	1	1	1	1	1	1	0	8380900	8380900	1	+	+		45	9550	True	9793	13502	18184	18184	11	233
REV__tr|D3ZIZ1|D3ZIZ1_RAT	REV__tr|D3ZIZ1|D3ZIZ1_RAT	1	1	1	tr|D3ZIZ1|D3ZIZ1_RAT GRAM domain-containing 2A OS=Rattus norvegicus OX=10116 GN=Gramd2a PE=4 SV=2	1	1	1	1	1	1	1	0	0	0	34.225	301	301	6						1							1	-2	5019.2	5401.6	4877.5	3020	5984.4	4914.7	4593	5111	5012.9	3195.1	6032.8	4736.3	1	1	1	1	1	1	5019.2	5401.6	4877.5	3020	5984.4	4914.7	4593	5111	5012.9	3195.1	6032.8	4736.3	1	1	1	1	1	1	0	4034700	4034700	1	+	+		46	28590	True	29534	39916	54189	54189	12	233
REV__tr|D3ZP96|D3ZP96_RAT	REV__tr|D3ZP96|D3ZP96_RAT	1	1	1	tr|D3ZP96|D3ZP96_RAT DNA helicase OS=Rattus norvegicus OX=10116 GN=Mcm2 PE=1 SV=2	1	1	1	1	1	1	1	0	0	0	102.14	905	905	10										1			0.0053234	6.4682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33160000	33160000	1		+		47	25117	True	25932	35028	47582	47582		
REV__tr|D3ZSK9|D3ZSK9_RAT	REV__tr|D3ZSK9|D3ZSK9_RAT	1	1	1	tr|D3ZSK9|D3ZSK9_RAT Similar to ENSANGP00000021391 OS=Rattus norvegicus OX=10116 GN=RGD1309779 PE=4 SV=2	1	1	1	1	1	1	1	0	0	0	17.931	156	156	7							2						1	-2	3998.8	4183.5	3811.5	3747.7	3294.7	3952	3659.1	3959.6	3939.7	3774.8	3458.6	3767.9	2	2	2	2	2	2	3998.8	4183.5	3811.5	3747.7	3294.7	3952	3659.1	3959.6	3939.7	3774.8	3458.6	3767.9	2	2	2	2	2	2	0	19882000	19882000	2	+	+		48	16162	True	16614	22702;22703	31052;31053	31052	13	146
REV__tr|D3ZZK7|D3ZZK7_RAT	REV__tr|D3ZZK7|D3ZZK7_RAT	1	1	1	tr|D3ZZK7|D3ZZK7_RAT Myosin IIIA OS=Rattus norvegicus OX=10116 GN=Myo3a PE=3 SV=2	1	1	1	1	1	1	1	0	0	0	185.7	1621	1621	9									1				0.0075996	6.283	52301	51601	47365	38305	47392	54307	47855	48864	48794	39265	48969	51834	1	1	1	1	1	1	52301	51601	47365	38305	47392	54307	47855	48864	48794	39265	48969	51834	1	1	1	1	1	1	0	51918000	51918000	1		+		49	16933	True	17400	23661	32284	32284		
REV__tr|D4A2C1|D4A2C1_RAT	REV__tr|D4A2C1|D4A2C1_RAT	1	1	1	tr|D4A2C1|D4A2C1_RAT KRAB-A domain-containing 1 OS=Rattus norvegicus OX=10116 GN=Krba1 PE=4 SV=2	1	1	1	1	1	1	1	0	0	0	111.6	1047	1047	6.5					1			1					0.0063375	6.3418	19733	16710	22669	17781	17290	22171	18053	15951	22742	18182	18119	21106	3	3	3	3	3	3	19733	16710	22669	17781	17290	22171	18053	15951	22742	18182	18119	21106	3	3	3	3	3	3	0	126490000	126490000	3		+		50	4387	True	4484	6220;6221	8491;8492;8493	8491		
REV__tr|D4A8L4|D4A8L4_RAT	REV__tr|D4A8L4|D4A8L4_RAT	1	1	1	tr|D4A8L4|D4A8L4_RAT DDB1 and CUL4-associated factor 6 OS=Rattus norvegicus OX=10116 GN=Dcaf6 PE=1 SV=2	1	1	1	1	1	1	1	0	0	0	105.16	943	943	5.75					1	3							0.0058294	6.3887	10892	5928.8	10830	10640	8715.9	66141	9961.5	5725.9	10761	10707	11204	61817	1	1	1	1	1	1	10892	5928.8	10830	10640	8715.9	66141	9961.5	5725.9	10761	10707	11204	61817	1	1	1	1	1	1	0	305910000	305910000	5		+		51	19555	True	20230	27550;27551;27552;27553	37680;37681;37682;37683;37684	37681		
REV__tr|D4A938|D4A938_RAT	REV__tr|D4A938|D4A938_RAT	2	2	2	tr|D4A938|D4A938_RAT RCG33642-like OS=Rattus norvegicus OX=10116 GN=LOC100361655 PE=4 SV=3	1	2	2	2	2	2	2	0	0	0	39.461	358	358	4.33		1			1	1							0.0029087	10.705	225270	186700	137170	156190	141160	205530	206090	176510	145150	156230	149300	195150	3	3	3	3	3	3	225270	186700	137170	156190	141160	205530	206090	176510	145150	156230	149300	195150	3	3	3	3	3	3	0	1184900000	1184900000	3		+		52	15924;15925	True;True	16371;16372	22380;22381;22382	30614;30615;30616	30614;30615	14	240
REV__tr|F1LZG0|F1LZG0_RAT	REV__tr|F1LZG0|F1LZG0_RAT	1	1	1	tr|F1LZG0|F1LZG0_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=2	1	1	1	1	1	1	1	0	0	0	55.811	503	503	1	1												0.0038388	7.0225	1450.4	925.15	1127.2	1322.3	1039.5	1320.8	1326.7	883.5	1147.5	1318.2	1100	1257.6	1	1	1	1	1	1	1450.4	925.15	1127.2	1322.3	1039.5	1320.8	1326.7	883.5	1147.5	1318.2	1100	1257.6	1	1	1	1	1	1	0	8645500	8645500	1		+		53	19798	True	20479	28022	38412	38412		
REV__tr|F1M3Q4|F1M3Q4_RAT	REV__tr|F1M3Q4|F1M3Q4_RAT	1	1	1	tr|F1M3Q4|F1M3Q4_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=2	1	1	1	1	1	1	1	0	0	0	12.812	116	116	3			1										0.0073433	6.2873	52133	48335	44900	38946	42086	59576	47698	45800	46272	39644	44116	56598	1	1	1	1	1	1	52133	48335	44900	38946	42086	59576	47698	45800	46272	39644	44116	56598	1	1	1	1	1	1	0	43999000	43999000	1		+		54	17085	True	17557	23863	32532	32532		
REV__tr|F1MAD9|F1MAD9_RAT	REV__tr|F1MAD9|F1MAD9_RAT	1	1	1	tr|F1MAD9|F1MAD9_RAT Structural maintenance of chromosomes protein OS=Rattus norvegicus OX=10116 GN=Smc4 PE=1 SV=1	1	1	1	1	1	1	1	0	0	0	146.8	1286	1286	9									1				0.0035961	7.1568	15464	14863	15183	10759	16839	13646	14149	14100	15487	11189	17068	13157	1	1	1	1	1	1	15464	14863	15183	10759	16839	13646	14149	14100	15487	11189	17068	13157	1	1	1	1	1	1	0	77423000	77423000	1		+		55	16464	True	16921	23070	31517	31517		
REV__tr|G3V802|G3V802_RAT	REV__tr|G3V802|G3V802_RAT	1	1	1	tr|G3V802|G3V802_RAT Cyclin A2 OS=Rattus norvegicus OX=10116 GN=Ccna2 PE=3 SV=1	1	1	1	1	1	1	1	0	0	0	47.053	418	418	1	1												0.0050667	6.5003	32714	32234	39413	24287	36813	32048	29933	30671	39644	25511	37428	30825	1	1	1	1	1	1	32714	32234	39413	24287	36813	32048	29933	30671	39644	25511	37428	30825	1	1	1	1	1	1	0	257040000	257040000	1		+		56	3165	True	3224	4453	6059	6059		
REV__tr|Q66HH0|Q66HH0_RAT	REV__tr|Q66HH0|Q66HH0_RAT	1	1	1	tr|Q66HH0|Q66HH0_RAT DNA-directed DNA/RNA polymerase mu OS=Rattus norvegicus OX=10116 GN=Polm PE=2 SV=1	1	1	1	1	1	1	1	0	0	0	56.178	495	495	10										1			0.0080898	6.2494	7367.5	6582.4	6929.8	6335.7	7428.1	8842.2	6740.5	6251	7080.8	6439.4	7701.9	8431.8	1	1	1	1	1	1	7367.5	6582.4	6929.8	6335.7	7428.1	8842.2	6740.5	6251	7080.8	6439.4	7701.9	8431.8	1	1	1	1	1	1	0	12878000	12878000	1		+		57	22024	True	22758	30926	42215	42215		
REV__tr|Q7TQ77|Q7TQ77_RAT	REV__tr|Q7TQ77|Q7TQ77_RAT	2	2	2	tr|Q7TQ77|Q7TQ77_RAT Ac1288 OS=Rattus norvegicus OX=10116 PE=1 SV=1	1	2	2	2	2	2	2	0	0	0	80.493	709	709	3.5	1					1							0.0014667	11.034	8159.3	6882	6352.3	3948.5	6830	5568	7464.6	6525.1	6525.3	4159	6905.9	5367.2	1	1	1	1	1	1	8159.3	6882	6352.3	3948.5	6830	5568	7464.6	6525.1	6525.3	4159	6905.9	5367.2	1	1	1	1	1	1	0	40221000	40221000	2		+		58	5345;11841	True;True	5460;12163	7562;16678	10274;22562	10274;22562		
