Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep31	Razor + unique peptides Prep31	Unique peptides Prep31	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep31	Reporter intensity corrected 2 Prep31	Reporter intensity corrected 3 Prep31	Reporter intensity corrected 4 Prep31	Reporter intensity corrected 5 Prep31	Reporter intensity corrected 6 Prep31	Reporter intensity 1 Prep31	Reporter intensity 2 Prep31	Reporter intensity 3 Prep31	Reporter intensity 4 Prep31	Reporter intensity 5 Prep31	Reporter intensity 6 Prep31	Reporter intensity count 1 Prep31	Reporter intensity count 2 Prep31	Reporter intensity count 3 Prep31	Reporter intensity count 4 Prep31	Reporter intensity count 5 Prep31	Reporter intensity count 6 Prep31	Sequence coverage Prep31 [%]	Intensity	Intensity Prep31	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
REV__tr|A0A096MK54|A0A096MK54_RAT;REV__tr|G3V9G5|G3V9G5_RAT	REV__tr|A0A096MK54|A0A096MK54_RAT;REV__tr|G3V9G5|G3V9G5_RAT	1;1	1;1	1;1	tr|A0A096MK54|A0A096MK54_RAT RCG24674, isoform CRA_e OS=Rattus norvegicus OX=10116 GN=Synm PE=1 SV=1;tr|G3V9G5|G3V9G5_RAT RCG24674, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Synm PE=1 SV=2	2	1	1	1	1	1	1	0	0	0	140.76	1255	1255;1557	1	1												0.0084591	1.4635	21648	21026	17084	20680	17562	18428	19808	19880	17909	20610	18370	17629	1	1	1	1	1	1	21648	21026	17084	20680	17562	18428	19808	19880	17909	20610	18370	17629	1	1	1	1	1	1	0	290000000	290000000	1		+		29	712	True	728	1063	1434	1434		
REV__tr|A0A096P6M4|A0A096P6M4_RAT	REV__tr|A0A096P6M4|A0A096P6M4_RAT	1	1	1	tr|A0A096P6M4|A0A096P6M4_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1	1	1	1	1	1	1	1	0	0	0	12.484	110	110	7.33						2				1			1	-2	4340.7	3898.1	3576.4	3843.3	3314.7	3553.3	3971.4	3693.8	3703.2	3852.3	3467.4	3397.2	2	2	2	2	2	2	4340.7	3898.1	3576.4	3843.3	3314.7	3553.3	3971.4	3693.8	3703.2	3852.3	3467.4	3397.2	2	2	2	2	2	2	0	2008500000	2008500000	3	+	+		30	14277	True	14849	21431;21432;21433	29316;29317;29318	29316	7	86
REV__tr|A0A0G2JTA4|A0A0G2JTA4_RAT	REV__tr|A0A0G2JTA4|A0A0G2JTA4_RAT	2	2	2	tr|A0A0G2JTA4|A0A0G2JTA4_RAT GTPase, very large interferon-inducible 1 OS=Rattus norvegicus OX=10116 GN=Gvin1 PE=1 SV=1	1	2	2	2	2	2	2	0	0	0	279.07	2417	2417	5.5				1			1						0.0046816	1.7163	5310.7	5408.5	4346	4663.9	5269.1	3768.9	4859.4	5111.3	4548.7	4696.6	5379.9	3650.3	1	1	1	1	1	1	5310.7	5408.5	4346	4663.9	5269.1	3768.9	4859.4	5111.3	4548.7	4696.6	5379.9	3650.3	1	1	1	1	1	1	0	320310000	320310000	3		+		31	16232;16547	True;True	16890;17210	24401;24798	33463;33983;33984	33463;33984		
REV__tr|A0A0G2JTE7|A0A0G2JTE7_RAT;REV__tr|A0A0G2K1F7|A0A0G2K1F7_RAT	REV__tr|A0A0G2JTE7|A0A0G2JTE7_RAT;REV__tr|A0A0G2K1F7|A0A0G2K1F7_RAT	2;2	2;2	2;2	tr|A0A0G2JTE7|A0A0G2JTE7_RAT Myosin XVA OS=Rattus norvegicus OX=10116 GN=Myo15a PE=3 SV=1;tr|A0A0G2K1F7|A0A0G2K1F7_RAT Myosin XVA OS=Rattus norvegicus OX=10116 GN=Myo15a PE=3 SV=1	2	2	2	2	2	2	2	0	0	0	392.77	3490	3490;3508	6.47	3	3	3	1	1	3	4	2	3	2	2	3	0.00097513	2.1387	835880	869960	643170	727400	938460	513700	764860	821210	679080	732680	947910	503430	38	38	38	38	38	38	835880	869960	643170	727400	938460	513700	764860	821210	679080	732680	947910	503430	38	38	38	38	38	38	0	102680000000	102680000000	41		+		32	11228;31693	True;True	11675;33185;33186	16972;47084;47085;47086;47087;47088;47089;47090;47091;47092;47093;47094;47095;47096;47097;47098;47099;47100;47101;47102;47103;47104;47105;47106;47107;47108;47109;47110;47111;47112	23281;64122;64123;64124;64125;64126;64127;64128;64129;64130;64131;64132;64133;64134;64135;64136;64137;64138;64139;64140;64141;64142;64143;64144;64145;64146;64147;64148;64149;64150;64151;64152;64153;64154;64155;64156;64157;64158;64159;64160;64161	23281;64153	8	484
REV__tr|A0A0G2JUW9|A0A0G2JUW9_RAT;REV__tr|D3Z8I3|D3Z8I3_RAT	REV__tr|A0A0G2JUW9|A0A0G2JUW9_RAT;REV__tr|D3Z8I3|D3Z8I3_RAT	1;1	1;1	1;1	tr|A0A0G2JUW9|A0A0G2JUW9_RAT Folliculin-interacting protein 2 OS=Rattus norvegicus OX=10116 GN=Fnip2 PE=4 SV=1;tr|D3Z8I3|D3Z8I3_RAT Folliculin-interacting protein 2 OS=Rattus norvegicus OX=10116 GN=Fnip2 PE=4 SV=3	2	1	1	1	1	1	1	0	0	0	123.42	1113	1113;1170	12												1	0.008896	1.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		+		33	2253	True	2336	3420	4682	4682		
REV__tr|A0A0G2K0L6|A0A0G2K0L6_RAT;REV__tr|F1LXS6|F1LXS6_RAT;REV__tr|A0A0G2JWV8|A0A0G2JWV8_RAT	REV__tr|A0A0G2K0L6|A0A0G2K0L6_RAT;REV__tr|F1LXS6|F1LXS6_RAT;REV__tr|A0A0G2JWV8|A0A0G2JWV8_RAT	1;1;1	1;1;1	1;1;1	tr|A0A0G2K0L6|A0A0G2K0L6_RAT Similar to RIKEN cDNA 1500006O09 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Thoc7 PE=1 SV=1;tr|F1LXS6|F1LXS6_RAT THO complex 7 OS=Rattus norvegicus OX=10116 GN=Thoc7 PE=1 SV=2;tr|A0A0G2JWV8|A0A0G2JWV8_RAT Simil	3	1	1	1	1	1	1	0	0	0	17.812	152	152;204;224	11											1		0.0031115	1.9213	1841.5	1975.5	1740.8	1977.2	1807.3	1408.1	1685.1	1868.6	1808.8	1978.4	1866.1	1359.4	1	1	1	1	1	1	1841.5	1975.5	1740.8	1977.2	1807.3	1408.1	1685.1	1868.6	1808.8	1978.4	1866.1	1359.4	1	1	1	1	1	1	0	43597000	43597000	1		+		34	6544	True	6789	10020	13771	13771		
REV__tr|A0A0G2JZ71|A0A0G2JZ71_RAT	REV__tr|A0A0G2JZ71|A0A0G2JZ71_RAT	1	1	1	tr|A0A0G2JZ71|A0A0G2JZ71_RAT Adenylate kinase 7 OS=Rattus norvegicus OX=10116 GN=Ak7 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	82.44	724	724	7							1						0.005814	1.6293	24148	29232	24332	32389	49554	22831	22100	27609	25477	32529	49632	22585	1	1	1	1	1	1	24148	29232	24332	32389	49554	22831	22100	27609	25477	32529	49632	22585	1	1	1	1	1	1	0	69078000	69078000	1		+		35	20663	True	21578	30818	42090	42090		
REV__tr|A0A0G2K1D1|A0A0G2K1D1_RAT	REV__tr|A0A0G2K1D1|A0A0G2K1D1_RAT	1	1	1	tr|A0A0G2K1D1|A0A0G2K1D1_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	27.967	247	247	4				2									0.009122	1.433	13983	14701	12587	14974	13645	12349	12795	13902	13124	14950	14153	11863	2	2	2	2	2	2	13983	14701	12587	14974	13645	12349	12795	13902	13124	14950	14153	11863	2	2	2	2	2	2	0	131760000	131760000	2		+		36	29734	True	31124	44180;44181	60159;60160	60160		
REV__tr|A0A0G2K1R8|A0A0G2K1R8_RAT;REV__tr|F1LVT6|F1LVT6_RAT	REV__tr|A0A0G2K1R8|A0A0G2K1R8_RAT;REV__tr|F1LVT6|F1LVT6_RAT	1;1	1;1	1;1	tr|A0A0G2K1R8|A0A0G2K1R8_RAT SUMO-specific peptidase 1 OS=Rattus norvegicus OX=10116 GN=Senp1 PE=4 SV=1;tr|F1LVT6|F1LVT6_RAT SUMO-specific peptidase 1 OS=Rattus norvegicus OX=10116 GN=Senp1 PE=4 SV=1	2	1	1	1	1	1	1	0	0	0	37.533	318	318;640	7							1						0.0060465	1.627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54475000	54475000	2		+		37	32388	True	33907	48202	65745;65746	65745		
REV__tr|A0A0G2K3P7|A0A0G2K3P7_RAT	REV__tr|A0A0G2K3P7|A0A0G2K3P7_RAT	2	2	2	tr|A0A0G2K3P7|A0A0G2K3P7_RAT Phospholipid-transporting ATPase OS=Rattus norvegicus OX=10116 GN=Atp11b PE=1 SV=1	1	2	2	2	2	2	2	0	0	0	127.23	1126	1126	6.5					1			1					0.0019338	2.042	23563	23986	20591	28191	24013	15924	21560	22688	21534	27953	24778	15470	1	1	1	1	1	1	23563	23986	20591	28191	24013	15924	21560	22688	21534	27953	24778	15470	1	1	1	1	1	1	0	137630000	137630000	2		+		38	24543;30243	True;True	25692;31666	36714;44999	50323;61269	50323;61269		
REV__tr|A0A0G2K6D0|A0A0G2K6D0_RAT	REV__tr|A0A0G2K6D0|A0A0G2K6D0_RAT	1	1	1	tr|A0A0G2K6D0|A0A0G2K6D0_RAT Lysine demethylase 6A OS=Rattus norvegicus OX=10116 GN=Kdm6a PE=1 SV=1	1	1	1	1	1	1	1	0	0	0	149.99	1366	1366	4				1									0.0002482	2.3285	5418.9	6563.5	4906.4	6094.1	4786.3	4766.5	4959.4	6190.8	5180.5	6059.8	5017.6	4566.2	1	1	1	1	1	1	5418.9	6563.5	4906.4	6094.1	4786.3	4766.5	4959.4	6190.8	5180.5	6059.8	5017.6	4566.2	1	1	1	1	1	1	0	69496000	69496000	1		+		39	19633	True	20421	29158	39801	39801		
REV__tr|A0A0G2K6M7|A0A0G2K6M7_RAT;REV__tr|D4ADE6|D4ADE6_RAT	REV__tr|A0A0G2K6M7|A0A0G2K6M7_RAT;REV__tr|D4ADE6|D4ADE6_RAT	1;1	1;1	1;1	tr|A0A0G2K6M7|A0A0G2K6M7_RAT Spalt-like transcription factor 2 OS=Rattus norvegicus OX=10116 GN=Sall2 PE=4 SV=1;tr|D4ADE6|D4ADE6_RAT Sal-like 2 (Drosophila) (Predicted) OS=Rattus norvegicus OX=10116 GN=Sall2 PE=4 SV=1	2	1	1	1	1	1	1	0	0	0	104.32	1002	1002;1004	9									1				0.0040237	1.8142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		+		40	22676	True	23773	34157	47004	47004		
REV__tr|A0A0G2KA68|A0A0G2KA68_RAT	REV__tr|A0A0G2KA68|A0A0G2KA68_RAT	1	1	1	tr|A0A0G2KA68|A0A0G2KA68_RAT Zinc finger protein 646 OS=Rattus norvegicus OX=10116 GN=Zfp646 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	197.81	1786	1786	1	1												1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16788000	16788000	1	+	+		41	6465	True	6709	9920	13632	13632	9	1201
REV__tr|A5HZI3|A5HZI3_CLOBH	REV__tr|A5HZI3|A5HZI3_CLOBH	1	1	1	tr|A5HZI3|A5HZI3_CLOBH GntR-family transcriptional regulator OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO0640 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	53.815	469	469	8								1					1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20617000	20617000	1	+	+		42	30612	True	32054	45540	62020	62020	10	115
REV__tr|A5I328|A5I328_CLOBH	REV__tr|A5I328|A5I328_CLOBH	1	1	1	tr|A5I328|A5I328_CLOBH Uncharacterized protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1904 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	16.597	146	146	11											1		0.0086817	1.4558	8804.2	10332	8220.7	10623	9400.2	7195.4	8057.3	9754	8637.8	10564	9716.5	6951.3	1	1	1	1	1	1	8804.2	10332	8220.7	10623	9400.2	7195.4	8057.3	9754	8637.8	10564	9716.5	6951.3	1	1	1	1	1	1	0	86658000	86658000	1		+		43	23828	True	24959	35717	49017	49017		
REV__tr|A5I373|A5I373_CLOBH	REV__tr|A5I373|A5I373_CLOBH	1	1	1	tr|A5I373|A5I373_CLOBH Uncharacterized protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1948 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	7.5998	65	65	5					1								1	-2	5551.9	5648.5	4599.2	6080.8	5804.1	5474.3	5080.1	5339	4828.4	6048.5	6015.7	5252.4	1	1	1	1	1	1	5551.9	5648.5	4599.2	6080.8	5804.1	5474.3	5080.1	5339	4828.4	6048.5	6015.7	5252.4	1	1	1	1	1	1	0	57033000	57033000	1	+	+		44	14227	True	14795	21356	29219	29219	11	65
REV__tr|A5I3K2|A5I3K2_CLOBH	REV__tr|A5I3K2|A5I3K2_CLOBH	1	1	1	tr|A5I3K2|A5I3K2_CLOBH Uncharacterized protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO2081 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	9.1439	75	75	10										1			1	-2	9206.4	9722.9	8325.6	9550.6	8680	6859.7	8424.4	9194.1	8674.4	9550.9	8968.4	6619.4	1	1	1	1	1	1	9206.4	9722.9	8325.6	9550.6	8680	6859.7	8424.4	9194.1	8674.4	9550.9	8968.4	6619.4	1	1	1	1	1	1	0	30876000	30876000	1	+	+		45	8992	True	9334	13446	18305	18305	12	33
REV__tr|A5I5A8|A5I5A8_CLOBH	REV__tr|A5I5A8|A5I5A8_CLOBH	1	1	1	tr|A5I5A8|A5I5A8_CLOBH Cardiolipin synthase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO2674 PE=3 SV=1	1	1	1	1	1	1	1	0	0	0	55.795	477	477	8								1					0.0055866	1.642	15442	16285	13149	16633	15513	18180	14131	15387	13799	16569	16224	17342	1	1	1	1	1	1	15442	16285	13149	16633	15513	18180	14131	15387	13799	16569	16224	17342	1	1	1	1	1	1	0	33395000	33395000	1		+		46	20392	True	21247	30307	41372	41372		
REV__tr|A5I5K6|A5I5K6_CLOBH	REV__tr|A5I5K6|A5I5K6_CLOBH	1	1	1	tr|A5I5K6|A5I5K6_CLOBH DNA topoisomerase (ATP-hydrolyzing) OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=gyrB PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	73.802	651	651	1	1												0.0077946	1.4913	1725.5	1592.5	1880	2509.1	1728.3	2059.9	1578.7	1515	1919.8	2483.4	1837.7	1964.3	1	1	1	1	1	1	1725.5	1592.5	1880	2509.1	1728.3	2059.9	1578.7	1515	1919.8	2483.4	1837.7	1964.3	1	1	1	1	1	1	0	28199000	28199000	1		+		47	7150	True	7431	10899	14935	14935		
REV__tr|A5I655|A5I655_CLOBH	REV__tr|A5I655|A5I655_CLOBH	1	1	1	tr|A5I655|A5I655_CLOBH Selenocysteine-specific elongation factor OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=selB PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	72.858	635	635	3			1										0.00049505	2.2986	9394.2	9235.6	8720.4	11833	8655.3	6658.9	8595.6	8749.5	9048.6	11712	9038.2	6431.8	1	1	1	1	1	1	9394.2	9235.6	8720.4	11833	8655.3	6658.9	8595.6	8749.5	9048.6	11712	9038.2	6431.8	1	1	1	1	1	1	0	64728000	64728000	1		+		48	17923	True	18651	26833	36752	36752		
REV__tr|B0BNH6|B0BNH6_RAT	REV__tr|B0BNH6|B0BNH6_RAT	1	1	1	tr|B0BNH6|B0BNH6_RAT DiGeorge syndrome critical region gene 6 OS=Rattus norvegicus OX=10116 GN=Dgcr6 PE=2 SV=1	1	1	1	1	1	1	1	0	0	0	22.833	198	198	6.5					1			1					0.0097594	1.3965	3419.1	3834.2	3199.9	3833.3	3513.5	3359.1	3128.9	3623.1	3343.3	3826.5	3649.9	3221.7	2	2	2	2	2	2	3419.1	3834.2	3199.9	3833.3	3513.5	3359.1	3128.9	3623.1	3343.3	3826.5	3649.9	3221.7	2	2	2	2	2	2	0	26666000	26666000	2		+		49	13825	True	14383	20730;20731	28351;28352	28352		
REV__tr|B2GUZ0|B2GUZ0_RAT	REV__tr|B2GUZ0|B2GUZ0_RAT	1	1	1	tr|B2GUZ0|B2GUZ0_RAT S-phase kinase-associated protein 2 OS=Rattus norvegicus OX=10116 GN=Skp2 PE=2 SV=1	1	1	1	1	1	1	1	0	0	0	47.649	423	423	6						1							0.0033381	1.8847	17845	17542	16031	17911	19314	13377	16328	16611	16609	17986	19740	12972	2	2	2	2	2	2	17845	17542	16031	17911	19314	13377	16328	16611	16609	17986	19740	12972	2	2	2	2	2	2	0	148030000	148030000	2		+		50	3381	True	3494	5035	6803;6804	6803		
REV__tr|B2GV00|B2GV00_RAT	REV__tr|B2GV00|B2GV00_RAT	1	1	1	tr|B2GV00|B2GV00_RAT DNA damage-induced apoptosis suppressor OS=Rattus norvegicus OX=10116 GN=Ddias PE=2 SV=1	1	1	1	1	1	1	1	0	0	0	98.871	883	883	7							1						0.0049054	1.6895	24692	25731	15825	21159	17749	17022	22595	24241	17098	20995	18519	16324	1	1	1	1	1	1	24692	25731	15825	21159	17749	17022	22595	24241	17098	20995	18519	16324	1	1	1	1	1	1	0	56503000	56503000	1		+		51	14705	True	15312	22130	30347	30347		
REV__tr|D3ZBP5|D3ZBP5_RAT	REV__tr|D3ZBP5|D3ZBP5_RAT	1	1	1	tr|D3ZBP5|D3ZBP5_RAT Dimethylaniline monooxygenase [N-oxide-forming] OS=Rattus norvegicus OX=10116 GN=LOC685351 PE=3 SV=1	1	1	1	1	1	1	1	0	0	0	61.045	538	538	12												1	0.0024067	1.9852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40041000	40041000	1		+		52	12169	True	12655	18328	25058	25058		
REV__tr|D3ZEG0|D3ZEG0_RAT	REV__tr|D3ZEG0|D3ZEG0_RAT	1	1	1	tr|D3ZEG0|D3ZEG0_RAT H1 histone family, member O, oocyte-specific OS=Rattus norvegicus OX=10116 GN=H1foo PE=3 SV=1	1	1	1	1	1	1	1	0	0	0	35.127	332	332	2		1											1	-2	5407	5761.5	5592.6	6063.5	5852.5	4270.6	4947.7	5457.7	5761.4	6085.9	6017.5	4133	1	1	1	1	1	1	5407	5761.5	5592.6	6063.5	5852.5	4270.6	4947.7	5457.7	5761.4	6085.9	6017.5	4133	1	1	1	1	1	1	0	37571000	37571000	1	+	+		53	10942	True	11368	16513	22637	22637	13	233
REV__tr|D3ZMY8|D3ZMY8_RAT	REV__tr|D3ZMY8|D3ZMY8_RAT	2	2	2	tr|D3ZMY8|D3ZMY8_RAT Pericentrin OS=Rattus norvegicus OX=10116 GN=Pcnt PE=1 SV=3	1	2	2	2	2	2	2	0	0	0	324.06	2855	2855	3.5			1	1									0.0053551	1.6483	23520	22372	19560	21128	20797	19707	21519	21176	20330	21217	21529	18906	2	2	2	2	2	2	23520	22372	19560	21128	20797	19707	21519	21176	20330	21217	21529	18906	2	2	2	2	2	2	0	99175000	99175000	2		+		54	2353;30874	True;True	2438;32331	3558;45908	4868;62524	4868;62524		
REV__tr|D3ZSK9|D3ZSK9_RAT	REV__tr|D3ZSK9|D3ZSK9_RAT	1	1	1	tr|D3ZSK9|D3ZSK9_RAT Similar to ENSANGP00000021391 OS=Rattus norvegicus OX=10116 GN=RGD1309779 PE=4 SV=2	1	1	1	1	1	1	1	0	0	0	17.931	156	156	4.75			1	1		2							1	-2	10333	12429	8700.1	10800	10169	9021.7	9457.1	11715	9246.4	10768	10526	8672.3	4	4	4	4	4	4	10333	12429	8700.1	10800	10169	9021.7	9457.1	11715	9246.4	10768	10526	8672.3	4	4	4	4	4	4	0	126380000	126380000	4	+	+		55	18405	True	19146;19147	27485;27486;27487;27488	37614;37615;37616;37617	37614	14	146
REV__tr|D3ZUQ8|D3ZUQ8_RAT	REV__tr|D3ZUQ8|D3ZUQ8_RAT	1	1	1	tr|D3ZUQ8|D3ZUQ8_RAT SZT2, KICSTOR complex subunit OS=Rattus norvegicus OX=10116 GN=Szt2 PE=1 SV=3	1	1	1	1	1	1	1	0	0	0	377.43	3430	3430	12												1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182410000	182410000	1	+	+		56	18234	True	18968	27255	37283	37283	15	1046
REV__tr|D3ZUX6|D3ZUX6_RAT	REV__tr|D3ZUX6|D3ZUX6_RAT	1	1	1	tr|D3ZUX6|D3ZUX6_RAT Membrane spanning 4-domains A18 OS=Rattus norvegicus OX=10116 GN=Ms4a18 PE=4 SV=2	1	1	1	1	1	1	1	0	0	0	36.301	340	340	6						1							0.0051378	1.6865	3559.4	3580.3	3251.9	4620.4	2969	3191.7	3256.8	3389.5	3388.1	4558.1	3158	3051.3	1	1	1	1	1	1	3559.4	3580.3	3251.9	4620.4	2969	3191.7	3256.8	3389.5	3388.1	4558.1	3158	3051.3	1	1	1	1	1	1	0	25041000	25041000	2		+		57	29389	True	30760	43649	59447;59448	59447		
REV__tr|D3ZYB6|D3ZYB6_RAT	REV__tr|D3ZYB6|D3ZYB6_RAT	1	1	1	tr|D3ZYB6|D3ZYB6_RAT DNA-directed RNA polymerase OS=Rattus norvegicus OX=10116 GN=Polrmt PE=3 SV=2	1	1	1	1	1	1	1	0	0	0	135.82	1203	1203	8								2					0.007358	1.5159	23724	24545	20039	25052	23099	16529	21708	23199	21005	24963	23788	16009	2	2	2	2	2	2	23724	24545	20039	25052	23099	16529	21708	23199	21005	24963	23788	16009	2	2	2	2	2	2	0	543510000	543510000	2		+		58	25601	True	26787	38158;38159	52159;52160	52160		
REV__tr|D3ZYT3|D3ZYT3_RAT	REV__tr|D3ZYT3|D3ZYT3_RAT	1	1	1	tr|D3ZYT3|D3ZYT3_RAT Hypothetical protein LOC680039 OS=Rattus norvegicus OX=10116 GN=LOC680039 PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	154.52	1399	1399	1	1												0.0016929	2.0523	270.46	0	178.31	205.59	0	4171.4	247.22	0	171.08	202.33	0	3884	1	0	1	1	0	1	270.46	0	178.31	205.59	0	4171.4	247.22	0	171.08	202.33	0	3884	1	0	1	1	0	1	0	24011000	24011000	1		+		59	786	True	802	1151	1539	1539		
REV__tr|D4A4M8|D4A4M8_RAT	REV__tr|D4A4M8|D4A4M8_RAT	1	1	1	tr|D4A4M8|D4A4M8_RAT Olfactory receptor OS=Rattus norvegicus OX=10116 GN=LOC100912505 PE=3 SV=3	1	1	1	1	1	1	1	0	0	0	35.889	313	313	8								1					0.0021682	1.9906	16820	17951	13944	16034	17799	13781	15392	16952	14656	16088	18224	13308	1	1	1	1	1	1	16820	17951	13944	16034	17799	13781	15392	16952	14656	16088	18224	13308	1	1	1	1	1	1	0	99458000	99458000	1		+		60	20796	True	21739	31022	42349	42349		
REV__tr|D4A5T8|D4A5T8_RAT	REV__tr|D4A5T8|D4A5T8_RAT	1	1	1	tr|D4A5T8|D4A5T8_RAT Periplakin OS=Rattus norvegicus OX=10116 GN=Ppl PE=1 SV=1	1	1	1	1	1	1	1	0	0	0	204.14	1754	1754	11											1		0.0080183	1.4889	17332	17357	15159	15975	12528	14612	15859	16424	15747	16007	13212	13940	1	1	1	1	1	1	17332	17357	15159	15975	12528	14612	15859	16424	15747	16007	13212	13940	1	1	1	1	1	1	0	35832000	35832000	1		+		61	27457	True	28724	40753	55553	55553		
REV__tr|D4A938|D4A938_RAT	REV__tr|D4A938|D4A938_RAT	2	2	2	tr|D4A938|D4A938_RAT RCG33642-like OS=Rattus norvegicus OX=10116 GN=LOC100361655 PE=4 SV=3	1	2	2	2	2	2	2	0	0	0	39.461	358	358	2.5	1			1									0.00073511	2.1874	91618	105310	86513	100040	141520	51863	83843	99471	90441	100870	141590	52078	2	2	2	2	2	2	91618	105310	86513	100040	141520	51863	83843	99471	90441	100870	141590	52078	2	2	2	2	2	2	0	131430000	131430000	2		+		62	18107;18108	True;True	18841;18842	27090;27091	37078;37079	37078;37079		
REV__tr|D4A949|D4A949_RAT	REV__tr|D4A949|D4A949_RAT	1	1	1	tr|D4A949|D4A949_RAT Similar to hypothetical protein 4933423E17 OS=Rattus norvegicus OX=10116 GN=RGD1560303 PE=4 SV=2	1	1	1	1	1	1	1	0	0	0	55.385	494	494	9									1				0.003787	1.8157	7955.2	10006	7389.2	9441	9279.5	6782.8	7281	9434.9	7814.5	9408.6	9534	6563.9	1	1	1	1	1	1	7955.2	10006	7389.2	9441	9279.5	6782.8	7281	9434.9	7814.5	9408.6	9534	6563.9	1	1	1	1	1	1	0	19469000	19469000	1		+		63	19146	True	19915	28433	38830	38830		
REV__tr|D4ADP4|D4ADP4_RAT	REV__tr|D4ADP4|D4ADP4_RAT	1	1	1	tr|D4ADP4|D4ADP4_RAT Family with sequence similarity 186, member B OS=Rattus norvegicus OX=10116 GN=Fam186b PE=4 SV=1	1	1	1	1	1	1	1	0	0	0	107.71	938	938	8								1					1	-2	4707.3	6528.6	4821.4	6102.9	5578.7	4649.6	4308.9	6152.6	5095.6	6077.1	5771.3	4478.6	2	2	2	2	2	2	4707.3	6528.6	4821.4	6102.9	5578.7	4649.6	4308.9	6152.6	5095.6	6077.1	5771.3	4478.6	2	2	2	2	2	2	0	3473700000	3473700000	3	+	+		64	20676	True	21595	30843	42131;42132;42133	42132	16	618
